hhid,persid,dayType,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS,wasted_time
Y24H6190117,Y24H6190117P03,Weekday,school bus,28,21.41787,40.0,834.097139048,melb - outer,greater melbourne,12.0
Y24H6190118,Y24H6190118P03,Weekday,vehicle passenger,20,12.13613,20.0,1972.830535564,melb - outer,greater melbourne,0.0
Y24H6190122,Y24H6190122P03,Weekday,school bus,30,6.20155,31.0,1108.435519201,melb - outer,greater melbourne,1.0
Y24H6190122,Y24H6190122P04,Weekday,school bus,30,6.20155,31.0,1640.759785661,melb - outer,greater melbourne,1.0
Y24H6190132,Y24H6190132P03,Weekday,vehicle passenger,10,2.67093,10.0,742.377188091,melb - outer,greater melbourne,0.0
Y24H6190219,Y24H6190219P03,Weekday,other,120,13.51321,120.0,1175.779140107,melb - middle,greater melbourne,0.0
Y24H6190229,Y24H6190229P03,Weekday,vehicle passenger,10,3.42759,10.0,1975.719485231,melb - middle,greater melbourne,0.0
Y24H6190239,Y24H6190239P03,Weekday,vehicle passenger,21,7.87259,21.0,722.519135359,melb - middle,greater melbourne,0.0
Y24H6190239,Y24H6190239P04,Weekday,vehicle passenger,15,1.82294,15.0,674.497344322,melb - middle,greater melbourne,0.0
Y24H6190304,Y24H6190304P03,Weekday,vehicle passenger,5,2.36485,5.0,256.771305727,melb - middle,greater melbourne,0.0
Y24H6190304,Y24H6190304P04,Weekday,vehicle passenger,4,2.36485,4.0,799.318794693,melb - middle,greater melbourne,0.0
Y24H6190304,Y24H6190304P05,Weekday,walking,11,0.77078,11.0,1025.76131979,melb - middle,greater melbourne,0.0
Y24H6190315,Y24H6190315P03,Weekday,public bus,30,10.33219,35.0,362.440803802,melb - middle,greater melbourne,5.0
Y24H6190315,Y24H6190315P04,Weekday,public bus,27,4.35748,32.0,1228.849337514,melb - middle,greater melbourne,5.0
Y24H6190325,Y24H6190325P01,Weekday,vehicle driver,10,2.0714,10.0,331.297866142,melb - middle,greater melbourne,0.0
Y24H6190331,Y24H6190331P03,Weekday,vehicle passenger,10,1.31744,10.0,1341.450760058,melb - middle,greater melbourne,0.0
Y24H6200116,Y24H6200116P02,Weekday,vehicle passenger,10,2.25467,10.0,927.980437585,melb - outer,greater melbourne,0.0
Y24H6200137,Y24H6200137P03,Weekday,train,131,86.62368,157.0,644.735436958,melb - outer,greater melbourne,26.0
Y24H6200304,Y24H6200304P02,Weekday,vehicle passenger,10,2.53524,10.0,738.9213179,melb - middle,greater melbourne,0.0
Y24H6200304,Y24H6200304P03,Weekday,vehicle passenger,15,5.187139999999999,20.0,817.455409923,melb - middle,greater melbourne,5.0
Y24H6200309,Y24H6200309P03,Weekday,vehicle passenger,30,19.97871,30.0,403.938663129,melb - middle,greater melbourne,0.0
Y24H6200309,Y24H6200309P04,Weekday,vehicle passenger,30,19.97871,30.0,403.938663129,melb - middle,greater melbourne,0.0
Y24H6200311,Y24H6200311P04,Weekday,train,50,18.819170000000003,58.0,666.739397954,melb - middle,greater melbourne,8.0
Y24H6200318,Y24H6200318P04,Weekday,train,29,9.72745,36.0,387.318722142,melb - middle,greater melbourne,7.0
Y24H6200331,Y24H6200331P04,Weekday,vehicle passenger,15,7.57167,15.0,457.674789561,melb - middle,greater melbourne,0.0
Y24H6200333,Y24H6200333P04,Weekday,vehicle passenger,10,1.90514,10.0,277.792517073,melb - middle,greater melbourne,0.0
Y24H6200336,Y24H6200336P03,Weekday,public bus,14,2.48429,22.0,425.403105409,melb - middle,greater melbourne,8.0
Y24H6200336,Y24H6200336P04,Weekday,public bus,14,2.48429,22.0,841.805921237,melb - middle,greater melbourne,8.0
Y24H6200336,Y24H6200336P05,Weekday,walking,5,0.1958,5.0,714.960536496,melb - middle,greater melbourne,0.0
Y24H6200341,Y24H6200341P04,Weekend,vehicle passenger,31,13.41506,31.0,914.889641086,melb - middle,greater melbourne,0.0
Y24H6200405,Y24H6200405P03,Weekday,vehicle passenger,15,19.30179,15.0,4234.422215099,melb - outer,greater melbourne,0.0
Y24H6200430,Y24H6200430P03,Weekday,school bus,60,37.28053,65.0,867.52269452,melb - outer,greater melbourne,5.0
Y24H6200430,Y24H6200430P04,Weekday,school bus,60,37.28053,65.0,823.301858743,melb - outer,greater melbourne,5.0
Y24H6200430,Y24H6200430P05,Weekday,vehicle passenger,5,3.36341,5.0,839.603123954,melb - outer,greater melbourne,0.0
Y24H6200440,Y24H6200440P03,Weekday,vehicle passenger,6,4.03654,6.0,1189.709861395,melb - outer,greater melbourne,0.0
Y24H6210230,Y24H6210230P03,Weekday,vehicle passenger,5,2.10636,5.0,415.572245302,melb - outer,greater melbourne,0.0
Y24H6210230,Y24H6210230P04,Weekday,vehicle passenger,5,2.10636,5.0,696.624930982,melb - outer,greater melbourne,0.0
Y24H6210425,Y24H6210425P03,Weekday,tram,25,4.41966,25.0,367.414000288,melb - middle,greater melbourne,0.0
Y24H6210425,Y24H6210425P04,Weekday,tram,25,4.41953,25.0,553.588273328,melb - middle,greater melbourne,0.0
Y24H6210425,Y24H6210425P05,Weekday,vehicle passenger,25,6.79951,25.0,531.630717558,melb - middle,greater melbourne,0.0
Y24H6210501,Y24H6210501P02,Weekday,vehicle passenger,6,1.53039,6.0,267.86447666,melb - outer,greater melbourne,0.0
Y24H6210501,Y24H6210501P03,Weekday,vehicle passenger,6,1.53039,6.0,285.472386654,melb - outer,greater melbourne,0.0
Y24H6210516,Y24H6210516P02,Weekday,vehicle passenger,5,4.20506,5.0,395.837095727,melb - outer,greater melbourne,0.0
Y24H6210516,Y24H6210516P03,Weekday,vehicle passenger,5,4.20506,5.0,526.572346748,melb - outer,greater melbourne,0.0
Y24H6220101,Y24H6220101P03,Weekday,vehicle passenger,5,0.93638,5.0,1492.562977372,melb - outer,greater melbourne,0.0
Y24H6220101,Y24H6220101P04,Weekday,vehicle passenger,5,0.93638,5.0,2055.712734191,melb - outer,greater melbourne,0.0
Y24H6220101,Y24H6220101P05,Weekday,vehicle passenger,5,0.93638,5.0,1774.36305282,melb - outer,greater melbourne,0.0
Y24H6220409,Y24H6220409P03,Weekday,vehicle passenger,11,2.08906,11.0,677.547733652,melb - outer,greater melbourne,0.0
Y24H6220411,Y24H6220411P04,Weekday,vehicle passenger,4,1.11196,4.0,487.979115277,melb - outer,greater melbourne,0.0
Y24H6220429,Y24H6220429P03,Weekday,vehicle passenger,10,2.32367,10.0,1994.605672279,melb - outer,greater melbourne,0.0
Y24H6220501,Y24H6220501P03,Weekday,walking,5,0.24471,5.0,636.960605719,melb - outer,greater melbourne,0.0
Y24H6220516,Y24H6220516P03,Weekday,walking,2,0.53982,2.0,791.586414108,melb - outer,greater melbourne,0.0
Y24H6220516,Y24H6220516P04,Weekday,walking,2,0.53982,2.0,1059.555683024,melb - outer,greater melbourne,0.0
Y24H6220516,Y24H6220516P05,Weekday,walking,2,0.53982,2.0,1014.36018978,melb - outer,greater melbourne,0.0
Y24H6230404,Y24H6230404P04,Weekday,train,58,12.47859,65.0,1503.365783461,melb - middle,greater melbourne,7.0
Y24H6250101,Y24H6250101P03,Weekday,walking,8,0.62836,8.0,1242.054136975,melb - outer,greater melbourne,0.0
Y24H6250103,Y24H6250103P03,Weekday,school bus,22,6.71214,30.0,2311.395798044,melb - outer,greater melbourne,8.0
Y24H6250103,Y24H6250103P04,Weekday,walking,10,0.42414,10.0,1310.444719559,melb - outer,greater melbourne,0.0
Y24H6250118,Y24H6250118P03,Weekday,walking,21,1.3588,21.0,1090.121304335,melb - outer,greater melbourne,0.0
Y24H6250118,Y24H6250118P04,Weekday,vehicle passenger,16,10.41016,16.0,910.566297242,melb - outer,greater melbourne,0.0
Y24H6250118,Y24H6250118P05,Weekday,vehicle passenger,16,10.41016,16.0,1080.299559045,melb - outer,greater melbourne,0.0
Y24H6250118,Y24H6250118P06,Weekday,vehicle passenger,16,10.41016,16.0,929.888101478,melb - outer,greater melbourne,0.0
Y24H6250125,Y24H6250125P03,Weekday,train,75,41.69729,91.0,862.675699726,melb - outer,greater melbourne,16.0
Y24H6250412,Y24H6250412P03,Weekday,vehicle passenger,12,2.99861,19.0,3521.027609071,melb - middle,greater melbourne,7.0
Y24H6250412,Y24H6250412P04,Weekday,vehicle passenger,5,1.79146,5.0,934.030123188,melb - middle,greater melbourne,0.0
Y24H6250423,Y24H6250423P02,Weekday,vehicle passenger,5,0.80955,5.0,403.663553483,melb - middle,greater melbourne,0.0
Y24H6250438,Y24H6250438P03,Weekday,vehicle passenger,5,1.18675,5.0,439.369596994,melb - middle,greater melbourne,0.0
Y24H6250438,Y24H6250438P04,Weekday,vehicle passenger,5,1.18675,5.0,743.933778623,melb - middle,greater melbourne,0.0
