hhid,persid,dayType,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS,wasted_time
Y24H5870504,Y24H5870504P04,Weekday,vehicle driver,41,29.57085,44.0,546.699290667,melb - outer,greater melbourne,3.0
Y24H5870510,Y24H5870510P01,Weekday,vehicle driver,30,28.24079,30.0,443.154035104,melb - outer,greater melbourne,0.0
Y24H5870516,Y24H5870516P01,Weekday,vehicle driver,18,25.26559,18.0,270.439929361,melb - outer,greater melbourne,0.0
Y24H5870517,Y24H5870517P01,Weekday,vehicle driver,30,18.60209,30.0,865.932357765,melb - outer,greater melbourne,0.0
Y24H5870524,Y24H5870524P01,Weekday,train,70,33.07049000000001,84.0,311.710691658,melb - outer,greater melbourne,14.0
Y24H5870525,Y24H5870525P01,Weekday,train,98,23.67529,108.0,1039.293871912,melb - outer,greater melbourne,10.0
Y24H5870531,Y24H5870531P02,Weekday,vehicle driver,21,9.79898,25.0,575.351069215,melb - outer,greater melbourne,4.0
Y24H5870537,Y24H5870537P01,Weekday,vehicle driver,15,11.95079,15.0,794.522215378,melb - outer,greater melbourne,0.0
Y24H5880104,Y24H5880104P01,Weekday,vehicle driver,3,0.85741,3.0,580.402005593,melb - outer,greater melbourne,0.0
Y24H5880115,Y24H5880115P01,Weekday,vehicle driver,45,36.11579,45.0,248.395796467,melb - outer,greater melbourne,0.0
Y24H5880116,Y24H5880116P01,Weekday,vehicle driver,30,25.64821,30.0,658.483296044,melb - outer,greater melbourne,0.0
Y24H5880117,Y24H5880117P01,Weekday,vehicle driver,60,70.76959,60.0,1783.398403634,melb - outer,greater melbourne,0.0
Y24H5880117,Y24H5880117P02,Weekday,vehicle driver,45,33.76441,45.0,626.18766981,melb - outer,greater melbourne,0.0
Y24H5880131,Y24H5880131P02,Weekday,vehicle driver,33,25.0244,33.0,1554.478432261,melb - outer,greater melbourne,0.0
Y24H5880201,Y24H5880201P01,Weekday,vehicle driver,15,12.64296,15.0,433.33790299,melb - outer,greater melbourne,0.0
Y24H5880202,Y24H5880202P01,Weekday,vehicle driver,15,4.34989,15.0,550.78195106,melb - outer,greater melbourne,0.0
Y24H5880204,Y24H5880204P01,Weekday,bicycle,30,13.23108,30.0,526.441268631,melb - outer,greater melbourne,0.0
Y24H5880204,Y24H5880204P02,Weekday,vehicle driver,15,13.23116,15.0,273.074239308,melb - outer,greater melbourne,0.0
Y24H5880212,Y24H5880212P03,Weekday,vehicle driver,60,36.93049,60.0,482.849870089,melb - outer,greater melbourne,0.0
Y24H5880219,Y24H5880219P02,Weekday,vehicle driver,12,8.0796,12.0,294.442648651,melb - outer,greater melbourne,0.0
Y24H5880223,Y24H5880223P01,Weekday,vehicle driver,10,6.88475,10.0,780.670079291,melb - outer,greater melbourne,0.0
Y24H5880224,Y24H5880224P01,Weekday,vehicle driver,74,48.08792,74.0,334.58696494,melb - outer,greater melbourne,0.0
Y24H5880224,Y24H5880224P03,Weekday,train,76,36.3215,465.0,305.864767513,melb - outer,greater melbourne,389.0
Y24H5880232,Y24H5880232P02,Weekday,vehicle driver,50,36.64488,50.0,461.611978004,melb - outer,greater melbourne,0.0
Y24H5880233,Y24H5880233P01,Weekday,vehicle driver,11,7.37997,11.0,1040.902456288,melb - outer,greater melbourne,0.0
Y24H5880237,Y24H5880237P01,Weekday,vehicle driver,30,17.07246,30.0,940.523681242,melb - outer,greater melbourne,0.0
Y24H5880239,Y24H5880239P01,Weekday,vehicle driver,35,16.28364,35.0,731.440652628,melb - outer,greater melbourne,0.0
Y24H5880239,Y24H5880239P02,Weekday,vehicle driver,45,38.20704,45.0,1436.244977523,melb - outer,greater melbourne,0.0
Y24H5880504,Y24H5880504P01,Weekday,vehicle driver,15,10.65924,15.0,473.277051023,melb - middle,greater melbourne,0.0
Y24H5880509,Y24H5880509P01,Weekday,public bus,51,12.987090000000002,61.0,430.464674176,melb - middle,greater melbourne,10.0
Y24H5880509,Y24H5880509P02,Weekday,public bus,59,13.782560000000002,69.0,553.477106132,melb - middle,greater melbourne,10.0
Y24H5880517,Y24H5880517P01,Weekday,vehicle driver,30,24.36219,30.0,1025.077488749,melb - middle,greater melbourne,0.0
Y24H5880522,Y24H5880522P02,Weekday,train,54,14.77124,70.0,313.606187857,melb - middle,greater melbourne,16.0
Y24H5880523,Y24H5880523P01,Weekday,vehicle driver,25,3.24797,25.0,308.437782928,melb - middle,greater melbourne,0.0
Y24H5880532,Y24H5880532P01,Weekday,vehicle driver,60,11.40784,60.0,435.018904284,melb - middle,greater melbourne,0.0
Y24H5880537,Y24H5880537P03,Weekday,train,55,17.774739999999998,59.0,242.878780268,melb - middle,greater melbourne,4.0
Y24H5880540,Y24H5880540P03,Weekday,vehicle driver,18,13.37726,18.0,2014.993198393,melb - middle,greater melbourne,0.0
Y24H5880541,Y24H5880541P02,Weekend,vehicle driver,9,5.55628,9.0,802.542726307,melb - middle,greater melbourne,0.0
Y24H5890106,Y24H5890106P02,Weekend,vehicle driver,31,34.97069,31.0,453.784262573,melb - outer,greater melbourne,0.0
Y24H5890106,Y24H5890106P03,Weekend,vehicle driver,15,4.60851,15.0,1117.148305651,melb - outer,greater melbourne,0.0
Y24H5890118,Y24H5890118P01,Weekday,vehicle driver,5,3.39892,5.0,827.332163717,melb - outer,greater melbourne,0.0
Y24H5890133,Y24H5890133P01,Weekday,vehicle driver,30,41.08501,30.0,619.283425044,melb - outer,greater melbourne,0.0
Y24H5890133,Y24H5890133P02,Weekday,train,99,62.21906,105.0,394.33287064,melb - outer,greater melbourne,6.0
Y24H5890133,Y24H5890133P03,Weekday,vehicle driver,10,3.43781,10.0,682.586433208,melb - outer,greater melbourne,0.0
Y24H5890201,Y24H5890201P01,Weekday,vehicle passenger,21,17.52286,21.0,430.042219364,melb - middle,greater melbourne,0.0
Y24H5890202,Y24H5890202P01,Weekday,vehicle driver,4,2.99707,4.0,1119.918577352,melb - middle,greater melbourne,0.0
Y24H5890202,Y24H5890202P02,Weekday,vehicle passenger,4,2.99707,4.0,880.822310701,melb - middle,greater melbourne,0.0
Y24H5890217,Y24H5890217P01,Weekday,vehicle driver,19,7.387029999999999,42.0,388.743407193,melb - middle,greater melbourne,23.0
Y24H5890217,Y24H5890217P01,Weekday,vehicle driver,31,21.27336,130.0,388.743407193,melb - middle,greater melbourne,99.0
Y24H5890217,Y24H5890217P03,Weekday,vehicle driver,51,21.32203,51.0,591.398005162,melb - middle,greater melbourne,0.0
Y24H5890223,Y24H5890223P02,Weekday,vehicle driver,60,31.69884,60.0,1007.169105589,melb - middle,greater melbourne,0.0
Y24H5890223,Y24H5890223P03,Weekday,vehicle driver,25,9.57159,30.0,1104.634463323,melb - middle,greater melbourne,5.0
Y24H5890224,Y24H5890224P01,Weekday,vehicle driver,20,18.63952,20.0,933.571298577,melb - middle,greater melbourne,0.0
Y24H5890224,Y24H5890224P02,Weekday,vehicle driver,45,29.37072,45.0,974.229442599,melb - middle,greater melbourne,0.0
Y24H5890226,Y24H5890226P01,Weekday,vehicle driver,40,14.57085,40.0,608.719134341,melb - middle,greater melbourne,0.0
Y24H5890232,Y24H5890232P03,Weekday,taxi / rideshare,30,37.06194,30.0,649.109528976,melb - middle,greater melbourne,0.0
Y24H5890322,Y24H5890322P02,Weekday,vehicle driver,45,11.67121,45.0,3480.528068801,melb - inner,greater melbourne,0.0
Y24H5890327,Y24H5890327P01,Weekend,public bus,30,6.614059999999999,30.0,2110.952699608,melb - inner,greater melbourne,0.0
Y24H5890336,Y24H5890336P01,Weekday,vehicle driver,30,11.81064,30.0,1089.911509161,melb - inner,greater melbourne,0.0
Y24H5890504,Y24H5890504P01,Weekday,public bus,64,21.33173,67.0,751.348728415,melb - outer,greater melbourne,3.0
Y24H5890504,Y24H5890504P03,Weekday,vehicle driver,20,12.32051,20.0,911.098384353,melb - outer,greater melbourne,0.0
Y24H5890504,Y24H5890504P04,Weekday,train,57,35.66658,60.0,1331.149520982,melb - outer,greater melbourne,3.0
Y24H5890504,Y24H5890504P05,Weekday,train,17,10.55821,35.0,1413.089785518,melb - outer,greater melbourne,18.0
Y24H5890524,Y24H5890524P02,Weekday,vehicle driver,10,7.9632,10.0,400.800484032,melb - outer,greater melbourne,0.0
Y24H5890532,Y24H5890532P02,Weekday,vehicle driver,40,15.377390000000002,45.0,348.287680507,melb - outer,greater melbourne,5.0
Y24H5890532,Y24H5890532P02,Weekday,vehicle driver,35,9.74757,35.0,348.287680507,melb - outer,greater melbourne,0.0
Y24H5890533,Y24H5890533P01,Weekday,vehicle driver,21,19.34659,21.0,623.397888825,melb - outer,greater melbourne,0.0
Y24H5890533,Y24H5890533P03,Weekday,vehicle driver,15,17.11454,15.0,568.639239017,melb - outer,greater melbourne,0.0
Y24H5900201,Y24H5900201P02,Weekday,vehicle driver,30,24.65406,30.0,269.369432131,melb - middle,greater melbourne,0.0
Y24H5900203,Y24H5900203P02,Weekday,vehicle driver,30,9.75199,30.0,406.633679888,melb - middle,greater melbourne,0.0
Y24H5900208,Y24H5900208P01,Weekday,bicycle,68,25.32653,68.0,222.624489454,melb - middle,greater melbourne,0.0
Y24H5900208,Y24H5900208P03,Weekday,vehicle driver,60,38.1227,60.0,287.791108177,melb - middle,greater melbourne,0.0
Y24H5900209,Y24H5900209P03,Weekday,vehicle driver,48,18.96409,48.0,341.513737881,melb - middle,greater melbourne,0.0
Y24H5900209,Y24H5900209P04,Weekday,vehicle driver,20,17.19915,20.0,1057.171251436,melb - middle,greater melbourne,0.0
Y24H5900209,Y24H5900209P04,Weekday,vehicle driver,22,8.4419,22.0,1057.171251436,melb - middle,greater melbourne,0.0
Y24H5900210,Y24H5900210P02,Weekday,vehicle driver,5,1.47367,5.0,811.349325547,melb - middle,greater melbourne,0.0
Y24H5900215,Y24H5900215P01,Weekday,vehicle driver,35,27.23088,35.0,204.499671523,melb - middle,greater melbourne,0.0
Y24H5900215,Y24H5900215P01,Weekday,vehicle driver,26,27.23088,26.0,204.499671523,melb - middle,greater melbourne,0.0
Y24H5900215,Y24H5900215P02,Weekday,vehicle driver,5,1.53851,5.0,195.329496772,melb - middle,greater melbourne,0.0
Y24H5900215,Y24H5900215P03,Weekday,vehicle driver,35,18.81669,35.0,235.859821063,melb - middle,greater melbourne,0.0
Y24H5900232,Y24H5900232P01,Weekday,vehicle driver,6,2.091,6.0,535.959048128,melb - middle,greater melbourne,0.0
Y24H5900232,Y24H5900232P02,Weekday,vehicle driver,26,16.89095,28.0,307.207004623,melb - middle,greater melbourne,2.0
Y24H5900234,Y24H5900234P03,Weekend,taxi / rideshare,41,24.7471,41.0,515.542567716,melb - middle,greater melbourne,0.0
Y24H5900238,Y24H5900238P02,Weekday,vehicle driver,30,8.99332,30.0,411.81677391,melb - middle,greater melbourne,0.0
Y24H5900238,Y24H5900238P03,Weekday,vehicle driver,18,5.93985,18.0,185.236218537,melb - middle,greater melbourne,0.0
Y24H5900238,Y24H5900238P03,Weekday,vehicle driver,3,0.53435,3.0,185.236218537,melb - middle,greater melbourne,0.0
Y24H5900315,Y24H5900315P02,Weekday,tram,25,4.85309,25.0,451.836414097,melb - inner,greater melbourne,0.0
Y24H5900323,Y24H5900323P03,Weekday,vehicle driver,25,4.04162,25.0,1907.786661865,melb - inner,greater melbourne,0.0
Y24H5900330,Y24H5900330P02,Weekday,bicycle,15,1.55644,15.0,2124.517572797,melb - inner,greater melbourne,0.0
Y24H5900409,Y24H5900409P01,Weekday,vehicle driver,16,6.63201,16.0,895.780166143,melb - outer,greater melbourne,0.0
Y24H5900411,Y24H5900411P02,Weekday,vehicle driver,5,2.63695,5.0,1325.572791247,melb - outer,greater melbourne,0.0
Y24H5900416,Y24H5900416P02,Weekday,vehicle driver,30,17.18917,30.0,974.495316273,melb - outer,greater melbourne,0.0
Y24H5900418,Y24H5900418P03,Weekday,vehicle passenger,14,3.45208,14.0,772.087148702,melb - outer,greater melbourne,0.0
Y24H5910103,Y24H5910103P01,Weekday,vehicle driver,58,50.30969,58.0,564.414112948,melb - outer,greater melbourne,0.0
Y24H5910103,Y24H5910103P02,Weekday,vehicle driver,18,11.54263,18.0,676.536233736,melb - outer,greater melbourne,0.0
Y24H5910105,Y24H5910105P01,Weekday,vehicle driver,36,44.54075,36.0,638.285865808,melb - outer,greater melbourne,0.0
Y24H5910105,Y24H5910105P02,Weekday,vehicle driver,43,35.69347,52.0,737.40978471,melb - outer,greater melbourne,9.0
Y24H5910109,Y24H5910109P01,Weekday,vehicle driver,30,25.27409,30.0,663.335144461,melb - outer,greater melbourne,0.0
Y24H5910110,Y24H5910110P01,Weekday,vehicle driver,15,15.77442,15.0,596.591240171,melb - outer,greater melbourne,0.0
Y24H5910110,Y24H5910110P02,Weekday,vehicle driver,30,9.53379,30.0,856.52866396,melb - outer,greater melbourne,0.0
Y24H5910110,Y24H5910110P04,Weekday,vehicle driver,15,5.36386,15.0,1034.865797397,melb - outer,greater melbourne,0.0
Y24H5910115,Y24H5910115P02,Weekday,vehicle driver,60,34.07961,60.0,371.442503284,melb - outer,greater melbourne,0.0
Y24H5910116,Y24H5910116P01,Weekday,vehicle driver,40,24.06956,40.0,450.09119023,melb - outer,greater melbourne,0.0
Y24H5910135,Y24H5910135P02,Weekend,vehicle driver,61,67.99648,61.0,282.336365101,melb - outer,greater melbourne,0.0
Y24H5910301,Y24H5910301P02,Weekday,vehicle driver,5,1.88109,5.0,483.950587036,melb - inner,greater melbourne,0.0
Y24H5910302,Y24H5910302P02,Weekday,train,29,7.59345,29.0,831.174735929,melb - inner,greater melbourne,0.0
Y24H5910312,Y24H5910312P01,Weekday,vehicle driver,12,6.90825,12.0,347.098751967,melb - inner,greater melbourne,0.0
Y24H5910312,Y24H5910312P02,Weekday,tram,15,2.95546,18.0,474.393495268,melb - inner,greater melbourne,3.0
Y24H5910327,Y24H5910327P03,Weekend,walking,15,0.53159,15.0,877.016222222,melb - inner,greater melbourne,0.0
Y24H5910331,Y24H5910331P01,Weekday,vehicle driver,19,6.94741,20.0,420.336217766,melb - inner,greater melbourne,1.0
Y24H5910331,Y24H5910331P02,Weekday,vehicle driver,5,1.43298,5.0,620.799796058,melb - inner,greater melbourne,0.0
Y24H5910340,Y24H5910340P01,Weekday,train,23,5.96325,25.0,303.154199027,melb - inner,greater melbourne,2.0
Y24H5910340,Y24H5910340P02,Weekday,vehicle driver,27,7.20514,27.0,544.60399482,melb - inner,greater melbourne,0.0
Y24H5910405,Y24H5910405P02,Weekday,vehicle driver,14,6.62126,14.0,521.965838793,melb - middle,greater melbourne,0.0
Y24H5910410,Y24H5910410P02,Weekday,bicycle,60,16.01417,60.0,272.474649336,melb - middle,greater melbourne,0.0
Y24H5910411,Y24H5910411P02,Weekday,bicycle,20,2.53594,20.0,365.322933326,melb - middle,greater melbourne,0.0
Y24H5910412,Y24H5910412P01,Weekday,vehicle driver,40,17.01638,40.0,652.647596642,melb - middle,greater melbourne,0.0
Y24H5910412,Y24H5910412P02,Weekday,vehicle driver,35,13.21798,115.0,766.896003172,melb - middle,greater melbourne,80.0
Y24H5910418,Y24H5910418P03,Weekday,vehicle driver,26,10.62406,26.0,400.440267656,melb - middle,greater melbourne,0.0
Y24H5910418,Y24H5910418P04,Weekday,vehicle driver,22,8.60703,22.0,280.266524882,melb - middle,greater melbourne,0.0
Y24H5910429,Y24H5910429P01,Weekday,vehicle driver,47,27.79756,64.0,275.353624589,melb - middle,greater melbourne,17.0
Y24H5910432,Y24H5910432P01,Weekday,vehicle driver,21,8.54112,23.0,739.590334183,melb - middle,greater melbourne,2.0
Y24H5910432,Y24H5910432P03,Weekday,vehicle driver,72,40.84724,72.0,514.687644964,melb - middle,greater melbourne,0.0
Y24H5910520,Y24H5910520P01,Weekend,vehicle driver,30,26.39186,30.0,968.599453091,melb - outer,greater melbourne,0.0
Y24H5910520,Y24H5910520P03,Weekend,vehicle passenger,10,2.68703,10.0,1977.028916513,melb - outer,greater melbourne,0.0
Y24H5910523,Y24H5910523P01,Weekday,vehicle driver,18,12.02552,21.0,536.197168563,melb - outer,greater melbourne,3.0
Y24H5910525,Y24H5910525P01,Weekday,vehicle driver,42,36.02333,42.0,836.066221878,melb - outer,greater melbourne,0.0
Y24H5910525,Y24H5910525P02,Weekday,vehicle driver,15,7.03668,15.0,1052.989769533,melb - outer,greater melbourne,0.0
Y24H5910525,Y24H5910525P04,Weekday,vehicle driver,30,22.91043,30.0,960.496196689,melb - outer,greater melbourne,0.0
Y24H5910529,Y24H5910529P02,Weekday,vehicle passenger,14,7.80534,14.0,679.985048791,melb - outer,greater melbourne,0.0
Y24H5910533,Y24H5910533P01,Weekday,vehicle driver,32,36.92748,32.0,314.549867571,melb - outer,greater melbourne,0.0
Y24H5910533,Y24H5910533P02,Weekday,vehicle driver,51,36.72376,54.0,776.439924561,melb - outer,greater melbourne,3.0
Y24H5920208,Y24H5920208P02,Weekday,vehicle driver,20,6.86493,20.0,1020.574570504,melb - middle,greater melbourne,0.0
Y24H5920208,Y24H5920208P03,Weekday,vehicle driver,15,10.98523,15.0,1020.574570504,melb - middle,greater melbourne,0.0
Y24H5920212,Y24H5920212P01,Weekday,vehicle driver,75,45.99987,75.0,2343.196637248,melb - middle,greater melbourne,0.0
Y24H5920212,Y24H5920212P02,Weekday,vehicle driver,48,46.71788,135.0,1423.892946146,melb - middle,greater melbourne,87.0
Y24H5920301,Y24H5920301P01,Weekday,vehicle driver,18,5.14945,18.0,562.950947191,melb - inner,greater melbourne,0.0
Y24H5920304,Y24H5920304P01,Weekday,vehicle driver,45,17.46256,45.0,1161.033046284,melb - inner,greater melbourne,0.0
Y24H5920304,Y24H5920304P02,Weekday,vehicle driver,60,16.19868,70.0,1974.673779044,melb - inner,greater melbourne,10.0
Y24H5920304,Y24H5920304P02,Weekday,vehicle driver,35,11.63066,35.0,1974.673779044,melb - inner,greater melbourne,0.0
Y24H5920304,Y24H5920304P02,Weekday,vehicle passenger,20,4.86059,20.0,1974.673779044,melb - inner,greater melbourne,0.0
Y24H5920305,Y24H5920305P03,Weekday,vehicle driver,14,13.13512,14.0,557.023944633,melb - inner,greater melbourne,0.0
Y24H5920312,Y24H5920312P02,Weekday,train,65,20.508560000000003,70.0,318.904401345,melb - inner,greater melbourne,5.0
Y24H5920323,Y24H5920323P01,Weekday,vehicle driver,16,12.25025,16.0,692.659229251,melb - inner,greater melbourne,0.0
Y24H5920329,Y24H5920329P01,Weekday,train,34,11.30491,39.0,615.556270728,melb - inner,greater melbourne,5.0
Y24H5920336,Y24H5920336P01,Weekday,vehicle driver,10,4.2469,10.0,323.682603793,melb - inner,greater melbourne,0.0
Y24H5920403,Y24H5920403P01,Weekday,vehicle driver,80,28.35929,80.0,583.684460161,melb - outer,greater melbourne,0.0
Y24H5920403,Y24H5920403P02,Weekday,vehicle driver,22,11.68124,22.0,876.625209343,melb - outer,greater melbourne,0.0
Y24H5920403,Y24H5920403P03,Weekday,vehicle driver,60,26.60801,60.0,468.907260328,melb - outer,greater melbourne,0.0
Y24H5920405,Y24H5920405P01,Weekday,vehicle driver,30,19.3994,37.0,713.614378212,melb - outer,greater melbourne,7.0
Y24H5920406,Y24H5920406P02,Weekend,vehicle driver,35,26.99577,39.0,748.313738369,melb - outer,greater melbourne,4.0
Y24H5920409,Y24H5920409P01,Weekday,vehicle driver,12,9.204,12.0,785.973191504,melb - outer,greater melbourne,0.0
Y24H5920409,Y24H5920409P02,Weekday,vehicle driver,12,5.17878,12.0,982.063912849,melb - outer,greater melbourne,0.0
Y24H5920414,Y24H5920414P01,Weekend,vehicle driver,13,6.8462700000000005,14.0,314.502732823,melb - outer,greater melbourne,1.0
Y24H5920414,Y24H5920414P01,Weekend,vehicle driver,2,0.80853,2.0,314.502732823,melb - outer,greater melbourne,0.0
Y24H5920431,Y24H5920431P02,Weekday,vehicle driver,30,17.75471,30.0,816.906571049,melb - outer,greater melbourne,0.0
Y24H5920436,Y24H5920436P01,Weekday,vehicle driver,30,16.51796,30.0,958.482701841,melb - outer,greater melbourne,0.0
Y24H5930108,Y24H5930108P01,Weekday,vehicle driver,75,37.57138,75.0,1239.285935475,melb - outer,greater melbourne,0.0
Y24H5930123,Y24H5930123P01,Weekday,train,41,10.17827,50.0,537.870382026,melb - middle,greater melbourne,9.0
Y24H5930123,Y24H5930123P02,Weekday,vehicle driver,40,26.72328,40.0,564.586052207,melb - middle,greater melbourne,0.0
Y24H5930124,Y24H5930124P02,Weekday,vehicle driver,34,31.64468,128.0,844.087386811,melb - middle,greater melbourne,94.0
Y24H5930130,Y24H5930130P01,Weekday,vehicle driver,60,32.72132,120.0,610.39841251,melb - middle,greater melbourne,60.0
Y24H5930303,Y24H5930303P01,Weekday,walking,8,0.43033,8.0,1314.002784566,melb - inner,greater melbourne,0.0
Y24H5930319,Y24H5930319P01,Weekday,vehicle driver,40,15.69042,40.0,921.671036333,melb - inner,greater melbourne,0.0
Y24H5930326,Y24H5930326P02,Weekday,vehicle driver,45,11.9721,45.0,2831.385941905,melb - inner,greater melbourne,0.0
Y24H5930402,Y24H5930402P01,Weekday,vehicle driver,64,40.79968,64.0,385.452992585,melb - outer,greater melbourne,0.0
Y24H5930403,Y24H5930403P01,Weekday,vehicle driver,35,17.57604,35.0,2637.34891133,melb - outer,greater melbourne,0.0
Y24H5930414,Y24H5930414P01,Weekend,vehicle driver,23,18.11206,23.0,584.394675738,melb - outer,greater melbourne,0.0
Y24H5930416,Y24H5930416P01,Weekday,vehicle driver,60,35.32035,60.0,1201.730366619,melb - outer,greater melbourne,0.0
Y24H5930416,Y24H5930416P02,Weekday,vehicle driver,40,20.12789,40.0,1011.112183135,melb - outer,greater melbourne,0.0
Y24H5930418,Y24H5930418P03,Weekday,vehicle driver,21,11.561,21.0,759.286156408,melb - outer,greater melbourne,0.0
Y24H5930420,Y24H5930420P01,Weekend,vehicle driver,15,6.78767,15.0,592.100368369,melb - outer,greater melbourne,0.0
Y24H5930420,Y24H5930420P03,Weekend,public bus,30,7.44974,30.0,489.978675899,melb - outer,greater melbourne,0.0
Y24H5930420,Y24H5930420P04,Weekend,vehicle driver,18,7.05293,18.0,499.824357942,melb - outer,greater melbourne,0.0
Y24H5930422,Y24H5930422P01,Weekday,train,71,36.51668,95.0,465.307977375,melb - outer,greater melbourne,24.0
Y24H5930422,Y24H5930422P02,Weekday,vehicle driver,38,23.10196,38.0,542.530632318,melb - outer,greater melbourne,0.0
Y24H5930429,Y24H5930429P01,Weekday,vehicle driver,77,33.98954,121.0,624.784285333,melb - outer,greater melbourne,44.0
Y24H5930438,Y24H5930438P01,Weekday,vehicle driver,35,14.85117,35.0,472.531172154,melb - outer,greater melbourne,0.0
Y24H5930438,Y24H5930438P02,Weekday,vehicle driver,35,22.90634,35.0,314.249287015,melb - outer,greater melbourne,0.0
Y24H5930440,Y24H5930440P01,Weekday,vehicle driver,60,61.66344,64.0,727.733820882,melb - outer,greater melbourne,4.0
Y24H5930440,Y24H5930440P02,Weekday,vehicle driver,33,21.01227,48.0,1326.576355191,melb - outer,greater melbourne,15.0
Y24H5930502,Y24H5930502P02,Weekday,vehicle driver,19,9.30879,19.0,364.002373374,melb - middle,greater melbourne,0.0
Y24H5930503,Y24H5930503P02,Weekday,vehicle driver,51,16.07469,55.0,514.205793169,melb - middle,greater melbourne,4.0
Y24H5930509,Y24H5930509P02,Weekday,vehicle driver,23,28.04435,23.0,531.773637526,melb - middle,greater melbourne,0.0
Y24H5930515,Y24H5930515P01,Weekday,vehicle driver,9,2.44727,9.0,376.524625813,melb - middle,greater melbourne,0.0
Y24H5930515,Y24H5930515P03,Weekday,public bus,60,11.15661,60.0,413.06860877,melb - middle,greater melbourne,0.0
Y24H5930533,Y24H5930533P01,Weekday,train,70,37.23089,80.0,521.862406524,melb - middle,greater melbourne,10.0
Y24H5930540,Y24H5930540P02,Weekday,vehicle driver,30,15.1717,30.0,488.780701405,melb - middle,greater melbourne,0.0
Y24H5930540,Y24H5930540P04,Weekday,public bus,33,7.15574,60.0,427.198685196,melb - middle,greater melbourne,27.0
Y24H5940115,Y24H5940115P01,Weekday,vehicle driver,135,140.91673,135.0,677.269805658,melb - outer,greater melbourne,0.0
Y24H5940126,Y24H5940126P02,Weekday,vehicle driver,6,1.70386,6.0,1056.981467841,melb - outer,greater melbourne,0.0
Y24H5940130,Y24H5940130P01,Weekday,vehicle driver,14,2.87788,14.0,989.647062107,melb - outer,greater melbourne,0.0
Y24H5940130,Y24H5940130P01,Weekday,vehicle driver,11,8.08684,11.0,989.647062107,melb - outer,greater melbourne,0.0
Y24H5940131,Y24H5940131P01,Weekday,vehicle driver,35,25.66212,35.0,1937.80138203,melb - outer,greater melbourne,0.0
Y24H5940131,Y24H5940131P03,Weekday,vehicle driver,30,20.8613,30.0,2260.184089114,melb - outer,greater melbourne,0.0
Y24H5940137,Y24H5940137P01,Weekday,vehicle driver,36,29.15075,57.0,1512.477906184,melb - outer,greater melbourne,21.0
Y24H5940204,Y24H5940204P01,Weekday,vehicle driver,8,3.57465,8.0,342.049063979,melb - middle,greater melbourne,0.0
Y24H5940217,Y24H5940217P02,Weekday,vehicle driver,40,33.41541,40.0,877.988392239,melb - middle,greater melbourne,0.0
Y24H5940218,Y24H5940218P01,Weekday,vehicle driver,40,24.62031,40.0,405.793871009,melb - middle,greater melbourne,0.0
Y24H5940222,Y24H5940222P01,Weekday,vehicle driver,30,12.99094,30.0,1078.652882144,melb - middle,greater melbourne,0.0
Y24H5940222,Y24H5940222P02,Weekday,vehicle driver,5,1.51293,5.0,1318.036377085,melb - middle,greater melbourne,0.0
Y24H5940230,Y24H5940230P02,Weekday,vehicle driver,40,23.73319,40.0,325.791723139,melb - middle,greater melbourne,0.0
Y24H5940233,Y24H5940233P02,Weekday,vehicle driver,41,29.63837,41.0,478.879434533,melb - middle,greater melbourne,0.0
Y24H5940235,Y24H5940235P01,Weekend,vehicle driver,23,14.05139,23.0,532.067899295,melb - middle,greater melbourne,0.0
Y24H5940235,Y24H5940235P01,Weekend,vehicle driver,25,12.04364,25.0,532.067899295,melb - middle,greater melbourne,0.0
Y24H5940409,Y24H5940409P01,Weekday,vehicle driver,15,7.71551,15.0,1014.875455996,melb - outer,greater melbourne,0.0
Y24H5940409,Y24H5940409P02,Weekday,vehicle driver,20,9.08398,20.0,1283.988753867,melb - outer,greater melbourne,0.0
Y24H5940409,Y24H5940409P03,Weekday,vehicle driver,15,7.43444,15.0,783.11364758,melb - outer,greater melbourne,0.0
Y24H5940411,Y24H5940411P01,Weekday,vehicle driver,5,2.17729,5.0,2383.354042236,melb - outer,greater melbourne,0.0
Y24H5940411,Y24H5940411P02,Weekday,vehicle driver,30,13.13677,30.0,1028.035390225,melb - outer,greater melbourne,0.0
Y24H5940411,Y24H5940411P03,Weekday,vehicle driver,30,23.10648,30.0,1073.831454322,melb - outer,greater melbourne,0.0
Y24H5940411,Y24H5940411P05,Weekday,vehicle driver,5,2.17729,5.0,1095.409134306,melb - outer,greater melbourne,0.0
Y24H5940419,Y24H5940419P01,Weekday,vehicle driver,40,17.66538,40.0,3275.284566518,melb - outer,greater melbourne,0.0
Y24H5940419,Y24H5940419P02,Weekday,vehicle driver,7,2.18996,7.0,1174.622970188,melb - outer,greater melbourne,0.0
Y24H5940419,Y24H5940419P03,Weekday,vehicle driver,4,6.89642,4.0,2616.968592069,melb - outer,greater melbourne,0.0
Y24H5940419,Y24H5940419P04,Weekday,vehicle driver,40,17.98436,40.0,3392.534704057,melb - outer,greater melbourne,0.0
Y24H5940501,Y24H5940501P01,Weekday,vehicle driver,18,21.97453,30.0,365.153168496,melb - outer,greater melbourne,12.0
Y24H5940501,Y24H5940501P02,Weekday,vehicle driver,12,11.11357,12.0,373.002178134,melb - outer,greater melbourne,0.0
