dayType_journey,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS_journey,homeregion_ASGS_journey,wasted_time,num_stops,stop_category,group_travel_distance,journey_label,agegroup,sex,carlicence,mbikelicence,anywork,studying,mainact,persinc,anywfh,persinc_category,hhsize,dwelltype,owndwell,totalbikes,totalvehs,hhinc_group,hhinc_category
Weekday,vehicle driver,30,6.47793,30.0,668.090268412,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Female,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,2,"Unit, Flat or Apartment",Being Purchased,0,2,1000,low
Weekday,vehicle driver,18,8.83471,20.0,272.772213801,melb - outer,greater melbourne,2.0,1,1 stop,0-10,1,65->69,Female,Full Licence,0,1,No Study,Full-time Work,800,No,medium,1,"Unit, Flat or Apartment",Fully Owned,0,1,800,low
Weekday,train,66,28.37252,78.0,1628.615400872,melb - outer,greater melbourne,12.0,3,3+ stops,20-40,1,40->44,Female,Full Licence,0,1,No Study,Full-time Work,0,Yes,low,4,Separate House,Being Purchased,3,4,2500,medium
Weekday,train,55,23.2066,60.0,426.0050948,melb - outer,greater melbourne,5.0,2,2 stops,20-40,1,35->39,Female,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,5,Separate House,Being Purchased,3,2,4000,high
Weekday,vehicle driver,20,14.49877,20.0,1364.704043213,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,45->49,Male,Full Licence,0,1,No Study,Part-time Work,800,Yes,medium,3,Separate House,Fully Owned,0,3,2000,medium
Weekday,vehicle driver,6,2.45955,6.0,536.253794801,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,1750,No,high,3,Separate House,Being Purchased,0,3,2500,medium
Weekday,vehicle driver,35,20.33923,436.0,711.390669825,melb - outer,greater melbourne,401.0,1,1 stop,20-40,1,20->24,Female,Green Probationary Licence,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,400,No,low,3,Separate House,Being Purchased,0,3,2500,medium
Weekday,walking,8,0.40928,8.0,603.912620469,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,35->39,Female,No Car Licence,0,1,No Study,Part-time Work,800,No,medium,4,Separate House,Being Purchased,3,1,2500,medium
Weekday,vehicle driver,90,87.28608,90.0,230.57644685,melb - outer,greater melbourne,0.0,0,0 stop,40+,1,65->69,Male,Full Licence,0,1,No Study,Casual Work,1000,No,medium,2,Separate House,Fully Owned,4,3,1500,low
Weekday,vehicle driver,30,18.21078,30.0,348.092151062,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,60->64,Female,Full Licence,0,1,No Study,Casual Work,500,No,low,2,Separate House,Fully Owned,4,3,1500,low
Weekday,vehicle driver,20,16.90423,20.0,326.672400395,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,3,Terrace or Townhouse,Being Rented,0,1,6000,high
Weekday,train,39,11.43593,55.0,652.396266009,melb - inner,greater melbourne,16.0,4,3+ stops,10-20,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,1000,Yes,medium,2,Separate House,Being Purchased,0,2,2000,medium
Weekday,vehicle driver,20,8.16885,20.0,322.672840883,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,25->29,Female,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,2,Separate House,Being Purchased,0,2,2000,medium
Weekday,vehicle driver,9,4.43714,9.0,531.267433978,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,1750,No,high,5,Separate House,Being Purchased,5,2,5000,high
Weekday,vehicle driver,22,6.65594,22.0,308.564020823,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,25->29,Male,Full Licence,0,1,No Study,Full-time Work,150,No,low,2,"Unit, Flat or Apartment",Being Rented,0,2,3000,medium
Weekday,train,35,9.35843,40.0,368.516273886,melb - inner,greater melbourne,5.0,2,2 stops,0-10,1,25->29,Female,Full Licence,0,1,No Study,Full-time Work,800,No,medium,2,Terrace or Townhouse,Being Rented,0,1,800,low
Weekday,walking,5,0.42178,5.0,211.009354158,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,25->29,Male,No Car Licence,0,1,No Study,Full-time Work,0,No,low,2,Terrace or Townhouse,Being Rented,0,1,800,low
Weekday,vehicle driver,6,2.06758,6.0,368.682265212,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,60->64,Female,Full Licence,0,1,No Study,Part-time Work,150,Yes,low,3,Separate House,Being Purchased,4,2,1000,low
Weekday,train,29,8.96236,35.0,220.276599002,melb - inner,greater melbourne,6.0,2,2 stops,0-10,1,55->59,Female,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,2,"Unit, Flat or Apartment",Being Rented,0,1,1250,low
Weekday,train,22,9.07006,25.0,423.169359984,melb - inner,greater melbourne,3.0,2,2 stops,0-10,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,4,Separate House,Being Purchased,4,2,4000,high
Weekday,vehicle driver,10,3.96926,10.0,866.18951657,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,500,No,low,1,"Unit, Flat or Apartment",Being Rented,0,2,500,low
Weekday,vehicle driver,20,10.88284,20.0,1227.535968179,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,30->34,Female,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,1,"Unit, Flat or Apartment",Being Rented,0,1,1500,low
Weekday,vehicle driver,24,21.98147,24.0,677.185231843,melb - inner,greater melbourne,0.0,0,0 stop,20-40,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,2,"Unit, Flat or Apartment",Being Purchased,Missing/Refused,2,3000,medium
Weekday,train,46,15.81489,53.0,677.185231843,melb - inner,greater melbourne,7.0,2,2 stops,10-20,1,35->39,Male,Full Licence,0,1,No Study,Part-time Work,1500,No,medium,2,"Unit, Flat or Apartment",Being Purchased,Missing/Refused,2,3000,medium
Weekday,vehicle driver,30,14.3644,30.0,712.713682311,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,25->29,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,1,"Unit, Flat or Apartment",Being Rented,0,1,1750,medium
Weekday,motorcycle,23,6.97814,23.0,1711.513322271,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,45->49,Female,Full Licence,1,1,No Study,Full-time Work,3000,Yes,high,1,Terrace or Townhouse,Fully Owned,1,1,3500,medium
Weekday,tram,36,7.21176,46.0,1086.662737994,melb - inner,greater melbourne,10.0,2,2 stops,0-10,1,25->29,Male,Full Licence,0,1,No Study,Full-time Work,1500,Yes,medium,2,"Unit, Flat or Apartment",Being Rented,1,1,3500,medium
Weekday,tram,40,8.980699999999999,52.0,643.549990879,melb - inner,greater melbourne,12.0,5,3+ stops,0-10,1,65->69,Male,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,1,Terrace or Townhouse,Being Purchased,0,0,1000,low
Weekday,vehicle driver,40,47.45932,40.0,5820.324219935,melb - inner,greater melbourne,0.0,0,0 stop,40+,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,4,Separate House,Being Purchased,4,3,4000,high
Weekday,tram,40,6.02641,41.0,1333.068567883,melb - inner,greater melbourne,1.0,2,2 stops,0-10,1,20->24,Male,Full Licence,0,1,Part-time TAFE/Uni,Full-time Work,2000,Yes,high,2,"Unit, Flat or Apartment",Being Rented,0,2,3000,medium
Weekday,taxi / rideshare,14,5.64834,14.0,1619.083856052,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,35->39,Female,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,1,"Unit, Flat or Apartment",Fully Owned,0,1,2500,medium
Weekday,vehicle driver,16,5.93091,16.0,756.762680513,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Female,Full Licence,0,1,No Study,Part-time Work,1000,No,medium,3,Separate House,Fully Owned,3,1,1000,low
Weekend,walking,40,3.62826,40.0,2393.64933218,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,40->44,Female,Full Licence,0,1,Part-time TAFE/Uni,Part-time Work,1000,No,medium,2,"Unit, Flat or Apartment",Being Rented,2,0,1000,low
Weekday,vehicle driver,58,71.05833,58.0,2833.735659916,melb - inner,greater melbourne,0.0,0,0 stop,40+,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,1,"Unit, Flat or Apartment",Being Purchased,1,1,1750,medium
Weekday,tram,25,4.53361,80.0,1900.50947672,melb - inner,greater melbourne,55.0,3,3+ stops,0-10,1,35->39,Female,Full Licence,0,1,No Study,Full-time Work,500,Yes,low,2,Separate House,Fully Owned,4,2,1250,low
Weekday,vehicle driver,20,10.96245,30.0,977.844750983,melb - outer,greater melbourne,10.0,1,1 stop,10-20,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,800,No,medium,4,Separate House,Fully Owned,0,2,1750,medium
Weekday,vehicle driver,35,25.72693,36.0,1633.388999067,melb - outer,greater melbourne,1.0,1,1 stop,20-40,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,5,Separate House,Being Purchased,0,3,4500,high
Weekday,vehicle driver,90,57.75896,90.0,1193.566701267,melb - outer,greater melbourne,0.0,0,0 stop,40+,1,20->24,Male,Full Licence,0,1,No Study,Full-time Work,800,No,medium,4,Terrace or Townhouse,Fully Owned,0,4,3000,medium
Weekday,vehicle driver,15,10.23777,15.0,629.884924682,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,65->69,Male,Full Licence,0,1,No Study,Casual Work,500,No,low,6,Separate House,Being Rented,0,4,4000,high
Weekday,vehicle driver,35,25.26732,45.0,1300.27129175,melb - outer,greater melbourne,10.0,1,1 stop,20-40,1,25->29,Female,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,6,Separate House,Being Rented,0,4,4000,high
Weekday,train,60,49.1443,75.0,1300.27129175,melb - outer,greater melbourne,15.0,2,2 stops,40+,1,25->29,Female,Full Licence,0,1,No Study,Full-time Work,1250,Yes,medium,6,Separate House,Being Rented,0,4,4000,high
Weekday,vehicle driver,15,6.82159,15.0,1329.201772079,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,20->24,Female,Red Probationary Licence,0,1,No Study,Full-time Work,1000,No,medium,6,Separate House,Being Rented,0,4,4000,high
Weekday,vehicle driver,20,17.22216,20.0,356.910928933,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,65->69,Female,Full Licence,0,1,No Study,Part-time Work,1000,No,medium,2,Separate House,Fully Owned,0,1,1000,low
Weekday,vehicle driver,2,0.32415,2.0,549.658587492,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,55->59,Female,Full Licence,0,1,No Study,Full-time Work,1750,No,high,2,Separate House,Fully Owned,0,2,1750,medium
Weekday,vehicle passenger,10,7.31143,10.0,2460.752021441,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,25->29,Female,Learners Permit,0,1,No Study,Full-time Work,1000,No,medium,2,"Unit, Flat or Apartment",Being Rented,0,1,3000,medium
Weekday,vehicle driver,45,13.59036,45.0,1138.163250173,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,40->44,Male,Full Licence,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,1500,No,medium,2,"Unit, Flat or Apartment",Being Rented,0,1,4500,high
Weekday,vehicle driver,48,29.17021,48.0,1568.638351232,melb - outer,greater melbourne,0.0,1,1 stop,20-40,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,2,"Unit, Flat or Apartment",Being Rented,0,1,1250,low
Weekday,vehicle driver,15,7.6147,15.0,422.55186777,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,45->49,Male,Full Licence,1,1,No Study,Full-time Work,3000,No,high,4,Separate House,Being Purchased,4,2,4000,high
Weekday,vehicle driver,30,17.38345,30.0,445.773055775,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,50->54,Male,Full Licence,1,1,No Study,Full-time Work,2000,No,high,1,Separate House,Being Purchased,3,1,2500,medium
Weekday,vehicle driver,19,8.74818,19.0,514.0342427,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,60->64,Male,Full Licence,0,1,No Study,Full-time Work,800,No,medium,2,Separate House,Fully Owned,Missing/Refused,2,1750,medium
Weekday,train,85,40.07007,90.0,997.997193799,melb - outer,greater melbourne,5.0,2,2 stops,40+,1,30->34,Male,No Car Licence,0,1,No Study,Full-time Work,1250,No,medium,2,Separate House,Being Rented,4,2,1250,low
Weekday,vehicle driver,30,20.10172,30.0,320.500515237,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,55->59,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,4,Separate House,Being Purchased,4,3,4000,high
Weekday,vehicle driver,65,63.16481,85.0,530.905029972,melb - outer,greater melbourne,20.0,2,2 stops,40+,1,25->29,Female,Full Licence,0,1,No Study,Full-time Work,1750,No,high,4,Separate House,Being Purchased,4,3,4000,high
Weekday,vehicle driver,28,18.69627,32.0,274.000517675,melb - outer,greater melbourne,4.0,1,1 stop,10-20,1,35->39,Male,Full Licence,1,1,No Study,Full-time Work,2000,Yes,high,2,Separate House,Being Purchased,2,3,5000,high
Weekday,vehicle driver,45,31.62797,45.0,245.497419377,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,55->59,Female,Full Licence,0,1,No Study,Casual Work,800,No,medium,2,Separate House,Fully Owned,0,2,2000,medium
Weekday,vehicle driver,10,7.85986,10.0,262.766307984,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,2,Separate House,Fully Owned,0,2,2000,medium
Weekend,vehicle driver,27,26.377,27.0,269.665920319,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,2,Separate House,Being Purchased,0,3,3000,medium
Weekday,vehicle driver,36,20.04192,37.0,1093.207231805,melb - outer,greater melbourne,1.0,1,1 stop,20-40,1,65->69,Female,Full Licence,0,1,No Study,Casual Work,650,No,medium,2,Separate House,Fully Owned,0,2,800,low
Weekday,vehicle driver,30,12.58541,30.0,750.701961439,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,2,Separate House,Being Purchased,4,2,3000,medium
Weekday,vehicle driver,50,20.34008,50.0,794.539291228,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,30->34,Female,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,2,Separate House,Being Purchased,4,2,3000,medium
Weekend,vehicle driver,37,33.92843,37.0,620.106382223,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,45->49,Female,Full Licence,0,1,No Study,Part-time Work,1000,No,medium,4,Separate House,Being Purchased,2,3,3500,medium
Weekend,public bus,48,6.76466,48.0,359.583569015,melb - outer,greater melbourne,0.0,2,2 stops,0-10,1,15->19,Male,Learners Permit,0,1,Secondary,Secondary School,1,No,low,4,Separate House,Being Purchased,2,3,3500,medium
Weekday,vehicle driver,30,1.60544,30.0,815.539874561,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Male,Full Licence,1,1,No Study,Full-time Work,1250,Yes,medium,3,Separate House,Being Purchased,3,3,3000,medium
Weekday,vehicle driver,60,24.13764,60.0,554.212722756,melb - outer,greater melbourne,0.0,1,1 stop,20-40,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,3,Separate House,Being Purchased,3,3,3000,medium
Weekday,train,42,11.19583,49.0,431.314284377,melb - inner,greater melbourne,7.0,2,2 stops,10-20,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,1500,Yes,medium,2,"Unit, Flat or Apartment",Being Rented,1,1,1750,medium
Weekday,vehicle driver,100,29.03499,100.0,575.541651041,melb - inner,greater melbourne,0.0,1,1 stop,20-40,1,50->54,Male,Full Licence,0,1,No Study,Part-time Work,800,Yes,medium,4,Separate House,Fully Owned,4,4,800,low
Weekday,train,40,10.01693,45.0,1063.421143471,melb - inner,greater melbourne,5.0,2,2 stops,10-20,1,50->54,Female,Full Licence,0,1,No Study,Full-time Work,0,Yes,low,4,Separate House,Fully Owned,4,4,800,low
Weekend,vehicle driver,20,8.6666,20.0,1265.984054598,melb - middle,greater melbourne,0.0,1,1 stop,0-10,1,35->39,Male,Green Probationary Licence,0,1,No Study,Full-time Work,2000,Yes,high,1,Terrace or Townhouse,Being Purchased,0,1,2500,medium
Weekday,train,55,14.94453,59.0,537.061655503,melb - middle,greater melbourne,4.0,2,2 stops,10-20,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,2,"Unit, Flat or Apartment",Being Rented,1,1,3000,medium
Weekday,train,85,25.71623,90.0,641.318382011,melb - middle,greater melbourne,5.0,2,2 stops,20-40,1,30->34,Female,Full Licence,0,1,No Study,Full-time Work,650,No,medium,2,"Unit, Flat or Apartment",Being Rented,1,1,3000,medium
Weekday,vehicle driver,20,0.37345,20.0,611.322897696,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,55->59,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,5,Separate House,Being Purchased,2,4,150,low
Weekday,vehicle driver,2,0.37345,2.0,627.140623611,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,650,No,medium,5,Separate House,Being Purchased,2,4,150,low
Weekday,motorcycle,42,23.26355,55.0,433.903859982,melb - middle,greater melbourne,13.0,1,1 stop,20-40,1,35->39,Male,Full Licence,1,1,No Study,Full-time Work,1000,Yes,medium,5,Separate House,Being Purchased,2,4,150,low
Weekday,vehicle driver,30,13.93745,30.0,1592.108259728,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,25->29,Male,Full Licence,0,1,No Study,Casual Work,1500,No,medium,3,Terrace or Townhouse,Being Purchased,1,4,1500,low
Weekday,vehicle driver,32,39.65533,32.0,320.980165093,melb - middle,greater melbourne,0.0,0,0 stop,20-40,1,60->64,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,4,Terrace or Townhouse,Fully Owned,3,3,4000,high
Weekday,vehicle driver,55,16.85906,56.0,481.312378377,melb - middle,greater melbourne,1.0,1,1 stop,10-20,1,55->59,Female,Full Licence,0,1,No Study,Full-time Work,1750,Yes,high,4,Terrace or Townhouse,Fully Owned,3,3,4000,high
Weekday,vehicle driver,24,11.46097,24.0,336.786421176,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,65->69,Male,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,1,Separate House,Being Purchased,Missing/Refused,1,1000,low
Weekday,vehicle driver,68,55.21589,215.0,827.208786251,melb - middle,greater melbourne,147.0,2,2 stops,40+,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,2,Separate House,Being Purchased,0,2,5000,high
Weekday,vehicle driver,20,5.76046,20.0,511.728861657,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,35->39,Female,Full Licence,0,1,No Study,Full-time Work,2000,No,high,2,Separate House,Being Purchased,0,2,5000,high
Weekday,vehicle driver,15,15.29309,15.0,705.972232037,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,55->59,Female,Full Licence,0,1,No Study,Full-time Work,3000,No,high,2,Terrace or Townhouse,Fully Owned,0,2,3000,medium
Weekday,vehicle driver,40,15.75004,40.0,2447.388675322,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,55->59,Female,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,3,Terrace or Townhouse,Being Purchased,2,3,5000,high
Weekday,vehicle driver,45,16.19795,45.0,1177.139651735,melb - middle,greater melbourne,0.0,1,1 stop,10-20,1,20->24,Female,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,3,Terrace or Townhouse,Being Purchased,2,3,5000,high
Weekday,vehicle driver,20,13.49906,20.0,1245.761577413,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,15->19,Female,Green Probationary Licence,0,1,No Study,Part-time Work,800,No,medium,3,Terrace or Townhouse,Being Purchased,2,3,5000,high
Weekday,vehicle driver,30,19.05199,30.0,509.18248474,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,5,Terrace or Townhouse,Fully Owned,Missing/Refused,2,3500,medium
Weekday,vehicle driver,48,37.66687,143.0,380.065162324,melb - outer,greater melbourne,95.0,2,2 stops,20-40,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,800,No,medium,1,Separate House,Fully Owned,Missing/Refused,1,800,low
Weekday,vehicle driver,46,69.8415,46.0,379.938146712,melb - outer,greater melbourne,0.0,0,0 stop,40+,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,2,Separate House,Being Purchased,1,2,3500,medium
Weekday,vehicle driver,76,49.28669,76.0,362.275841324,melb - outer,greater melbourne,0.0,0,0 stop,40+,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,1,"Unit, Flat or Apartment",Being Rented,3,2,1750,medium
Weekday,vehicle driver,40,37.50495,55.0,662.487881419,melb - outer,greater melbourne,15.0,1,1 stop,20-40,1,45->49,Female,Full Licence,0,1,No Study,Casual Work,1250,No,medium,3,Separate House,Being Rented,2,1,1250,low
Weekday,vehicle driver,40,27.79826,40.0,660.458890088,melb - outer,greater melbourne,0.0,1,1 stop,20-40,1,50->54,Female,Full Licence,0,1,No Study,Part-time Work,500,No,low,3,Separate House,Being Purchased,3,2,3000,medium
Weekday,vehicle driver,80,108.05858,80.0,635.430036853,melb - outer,greater melbourne,0.0,0,0 stop,40+,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,3,Separate House,Being Purchased,3,2,3000,medium
Weekday,vehicle driver,3,1.07708,3.0,463.029900448,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Female,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,4,Separate House,Being Purchased,5,7,2000,medium
Weekday,vehicle driver,13,9.59876,13.0,259.893894655,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,65->69,Male,Full Licence,0,1,No Study,Full-time Work,800,No,medium,2,Separate House,Fully Owned,2,2,2000,medium
Weekday,vehicle driver,15,13.49491,15.0,499.948234762,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,60->64,Male,Full Licence,0,1,No Study,Full-time Work,0,No,low,3,Separate House,Being Purchased,0,3,3000,medium
Weekday,vehicle driver,50,39.33369,50.0,382.511122345,melb - outer,greater melbourne,0.0,1,1 stop,20-40,1,40->44,Female,Full Licence,0,1,No Study,Part-time Work,3000,No,high,4,Separate House,Being Purchased,4,2,5000,high
Weekday,vehicle driver,50,66.98978,50.0,399.404889121,melb - outer,greater melbourne,0.0,0,0 stop,40+,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,4,Separate House,Being Purchased,4,2,5000,high
Weekday,vehicle driver,5,0.74211,5.0,323.575073509,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,55->59,Male,Full Licence,0,1,No Study,Full-time Work,1750,Yes,high,2,Separate House,Being Purchased,2,3,2000,medium
Weekday,vehicle driver,33,38.7193,33.0,394.530460311,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,35->39,Female,Full Licence,0,1,No Study,Casual Work,800,No,medium,2,Separate House,Fully Owned,2,2,2500,medium
Weekday,vehicle driver,41,50.5347,41.0,523.299238885,melb - outer,greater melbourne,0.0,0,0 stop,40+,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,3,Separate House,Being Purchased,Missing/Refused,3,3500,medium
Weekday,vehicle driver,36,42.67002,39.0,507.15513523,melb - outer,greater melbourne,3.0,1,1 stop,40+,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,3,Separate House,Being Purchased,Missing/Refused,3,3500,medium
Weekday,vehicle driver,30,15.62927,170.0,1009.178249577,melb - middle,greater melbourne,140.0,1,1 stop,10-20,1,60->64,Female,Full Licence,0,1,No Study,Part-time Work,3000,No,high,2,Separate House,Fully Owned,0,2,4500,high
Weekend,vehicle driver,20,10.26793,20.0,2774.59751861,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,20->24,Male,Green Probationary Licence,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,150,No,low,4,Separate House,Fully Owned,3,3,3000,medium
Weekday,vehicle driver,15,7.70632,15.0,3070.693597552,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,60->64,Female,Full Licence,0,1,No Study,Full-time Work,500,No,low,4,Separate House,Fully Owned,Missing/Refused,2,1000,low
Weekday,vehicle driver,7,2.48711,7.0,371.093435324,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,75->79,Male,Full Licence,0,1,No Study,Casual Work,500,No,low,2,Separate House,Fully Owned,2,2,1000,low
Weekday,vehicle driver,7,2.48711,7.0,371.093435324,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,75->79,Male,Full Licence,0,1,No Study,Casual Work,500,No,low,2,Separate House,Fully Owned,2,2,1000,low
Weekday,vehicle driver,31,19.72413,31.0,851.202966879,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,4,Separate House,Fully Owned,2,3,1250,low
Weekday,vehicle driver,40,10.30051,40.0,887.618673784,melb - middle,greater melbourne,0.0,1,1 stop,10-20,1,30->34,Female,Full Licence,0,1,Part-time TAFE/Uni,Part-time Work,1250,No,medium,3,Separate House,Being Rented,2,2,2500,medium
Weekday,bicycle,40,14.89942,40.0,731.962757277,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,50->54,Male,Full Licence,1,1,No Study,Full-time Work,2000,Yes,high,2,Separate House,Being Purchased,4,4,5000,high
Weekday,tram,58,17.941910000000004,65.0,320.705178822,melb - middle,greater melbourne,7.0,4,3+ stops,10-20,1,55->59,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,4,Separate House,Fully Owned,2,1,3500,medium
Weekend,vehicle driver,15,16.0251,15.0,805.821751064,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,60->64,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,2,Separate House,Fully Owned,2,1,1500,low
Weekday,vehicle driver,21,9.24112,21.0,386.589283307,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Male,Full Licence,1,1,No Study,Full-time Work,3000,No,high,2,Separate House,Being Purchased,Missing/Refused,4,3500,medium
Weekday,train,49,24.01429,51.0,558.316234789,melb - middle,greater melbourne,2.0,4,3+ stops,20-40,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,1750,Yes,high,5,Separate House,Being Purchased,Missing/Refused,2,3500,medium
Weekday,walking,6,0.40855,6.0,256.771305727,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,15->19,Female,No Car Licence,0,1,Secondary,Secondary School,1,No,low,5,Separate House,Being Purchased,Missing/Refused,2,3500,medium
Weekday,vehicle driver,35,16.51324,35.0,435.694690706,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,55->59,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,4,Separate House,Being Purchased,3,2,4000,high
Weekday,vehicle driver,10,1.94375,10.0,485.135072906,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Female,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,4,Separate House,Being Purchased,3,2,4000,high
