dayType_journey,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS_journey,homeregion_ASGS_journey,wasted_time,num_stops,stop_category,group_travel_distance,journey_label,agegroup,sex,carlicence,mbikelicence,anywork,studying,mainact,persinc,anywfh,persinc_category,hhsize,dwelltype,owndwell,totalbikes,totalvehs,hhinc_group,hhinc_category
Weekday,vehicle driver,30,9.53379,30.0,856.52866396,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,25->29,Male,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,5,Separate House,Being Rented,0,3,3000,medium
Weekday,vehicle driver,15,5.36386,15.0,1034.865797397,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,20->24,Female,Full Licence,0,1,No Study,Full-time Work,300,No,low,5,Separate House,Being Rented,0,3,3000,medium
Weekday,vehicle driver,60,34.07961,60.0,371.442503284,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,50->54,Female,Full Licence,0,1,No Study,Full-time Work,800,No,medium,2,Separate House,Being Purchased,0,1,800,low
Weekday,vehicle driver,40,24.06956,40.0,450.09119023,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,1,Terrace or Townhouse,Being Purchased,0,2,2500,medium
Weekend,vehicle driver,61,67.99648,61.0,282.336365101,melb - outer,greater melbourne,0.0,0,0 stop,40+,1,80->84,Male,Full Licence,0,0,No Study,Retired,650,Not in Work Force,medium,2,Separate House,Being Rented,0,2,650,low
Weekday,vehicle driver,5,1.88109,5.0,483.950587036,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,3000,No,high,5,Separate House,Being Purchased,5,2,6000,high
Weekday,train,29,7.59345,29.0,831.174735929,melb - inner,greater melbourne,0.0,2,2 stops,0-10,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,2,Terrace or Townhouse,Being Rented,0,2,6000,high
Weekday,vehicle driver,12,6.90825,12.0,347.098751967,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,60->64,Male,Full Licence,0,1,No Study,Full-time Work,3000,No,high,3,Separate House,Fully Owned,0,2,5000,high
Weekday,tram,15,2.95546,18.0,474.393495268,melb - inner,greater melbourne,3.0,2,2 stops,0-10,1,50->54,Female,Full Licence,0,1,No Study,Full-time Work,1750,Yes,high,3,Separate House,Fully Owned,0,2,5000,high
Weekend,walking,15,0.53159,15.0,877.016222222,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,15->19,Female,No Car Licence,0,1,Secondary,Secondary School,150,No,low,3,Separate House,Fully Owned,0,2,3500,medium
Weekday,vehicle driver,19,6.94741,20.0,420.336217766,melb - inner,greater melbourne,1.0,1,1 stop,0-10,1,50->54,Female,Full Licence,0,1,No Study,Part-time Work,3000,No,high,4,Separate House,Fully Owned,4,3,6000,high
Weekday,vehicle driver,5,1.43298,5.0,620.799796058,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,4,Separate House,Fully Owned,4,3,6000,high
Weekday,train,23,5.96325,25.0,303.154199027,melb - inner,greater melbourne,2.0,2,2 stops,0-10,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,5,Terrace or Townhouse,Being Rented,5,2,3000,medium
Weekday,vehicle driver,27,7.20514,27.0,544.60399482,melb - inner,greater melbourne,0.0,1,1 stop,0-10,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,1,No,low,5,Terrace or Townhouse,Being Rented,5,2,3000,medium
Weekday,vehicle driver,14,6.62126,14.0,521.965838793,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,3,Separate House,Being Purchased,3,2,2500,medium
Weekday,bicycle,60,16.01417,60.0,272.474649336,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,35->39,Female,Full Licence,0,1,No Study,Part-time Work,1500,Yes,medium,4,Separate House,Being Purchased,9,1,2500,medium
Weekday,bicycle,20,2.53594,20.0,365.322933326,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,3,Separate House,Being Purchased,7,2,5000,high
Weekday,vehicle driver,40,17.01638,40.0,652.647596642,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,25->29,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,2,Separate House,Being Purchased,0,3,4000,high
Weekday,vehicle driver,35,13.21798,115.0,766.896003172,melb - middle,greater melbourne,80.0,3,3+ stops,10-20,1,25->29,Female,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,2,Separate House,Being Purchased,0,3,4000,high
Weekday,vehicle driver,26,10.62406,26.0,400.440267656,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,800,No,medium,6,Separate House,Fully Owned,0,2,2000,medium
Weekday,vehicle driver,22,8.60703,22.0,280.266524882,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,40->44,Female,Full Licence,0,1,No Study,Full-time Work,650,No,medium,6,Separate House,Fully Owned,0,2,2000,medium
Weekday,vehicle driver,47,27.79756,64.0,275.353624589,melb - middle,greater melbourne,17.0,1,1 stop,20-40,1,65->69,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,1,"Unit, Flat or Apartment",Being Rented,0,1,2500,medium
Weekday,vehicle driver,21,8.54112,23.0,739.590334183,melb - middle,greater melbourne,2.0,1,1 stop,0-10,1,55->59,Female,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,4,Separate House,Being Purchased,0,3,2500,medium
Weekday,vehicle driver,72,40.84724,72.0,514.687644964,melb - middle,greater melbourne,0.0,0,0 stop,40+,1,20->24,Female,Full Licence,0,1,No Study,Full-time Work,1250,Yes,medium,4,Separate House,Being Purchased,0,3,2500,medium
Weekend,vehicle driver,30,26.39186,30.0,968.599453091,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,4,Separate House,Fully Owned,3,3,3000,medium
Weekend,vehicle passenger,10,2.68703,10.0,1977.028916513,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,15->19,Male,No Car Licence,0,1,Secondary,Secondary School,1,No,low,4,Separate House,Fully Owned,3,3,3000,medium
Weekday,vehicle driver,18,12.02552,21.0,536.197168563,melb - outer,greater melbourne,3.0,1,1 stop,10-20,1,65->69,Male,Full Licence,0,1,No Study,Part-time Work,3000,No,high,2,Separate House,Being Rented,0,2,6000,high
Weekday,vehicle driver,42,36.02333,42.0,836.066221878,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,50->54,Female,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,5,Separate House,Being Rented,0,3,5000,high
Weekday,vehicle driver,15,7.03668,15.0,1052.989769533,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,5,Separate House,Being Rented,0,3,5000,high
Weekday,vehicle driver,30,22.91043,30.0,960.496196689,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,20->24,Male,Green Probationary Licence,0,1,No Study,Full-time Work,1250,No,medium,5,Separate House,Being Rented,0,3,5000,high
Weekday,vehicle passenger,14,7.80534,14.0,679.985048791,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,40->44,Female,Full Licence,0,1,No Study,Part-time Work,1250,No,medium,4,Separate House,Fully Owned,Missing/Refused,3,4000,high
Weekday,vehicle driver,32,36.92748,32.0,314.549867571,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,3,Separate House,Being Purchased,2,2,2000,medium
Weekday,vehicle driver,51,36.72376,54.0,776.439924561,melb - outer,greater melbourne,3.0,1,1 stop,20-40,1,30->34,Female,Full Licence,0,1,No Study,Casual Work,500,No,low,3,Separate House,Being Purchased,2,2,2000,medium
Weekday,vehicle driver,20,6.86493,20.0,1020.574570504,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,3,Separate House,Being Rented,0,2,2000,medium
Weekday,vehicle driver,15,10.98523,15.0,1020.574570504,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,50->54,Male,Full Licence,0,1,No Study,Casual Work,800,No,medium,3,Separate House,Being Rented,0,2,2000,medium
Weekday,vehicle driver,75,45.99987,75.0,2343.196637248,melb - middle,greater melbourne,0.0,0,0 stop,40+,1,35->39,Male,Full Licence,0,1,No Study,Casual Work,500,No,low,3,Separate House,Being Rented,Missing/Refused,2,1000,low
Weekday,vehicle driver,48,46.71788,135.0,1423.892946146,melb - middle,greater melbourne,87.0,1,1 stop,40+,1,35->39,Female,Full Licence,0,1,No Study,Casual Work,400,Missing/Refused,low,3,Separate House,Being Rented,Missing/Refused,2,1000,low
Weekday,vehicle driver,18,5.14945,18.0,562.950947191,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,40->44,Female,Full Licence,0,1,No Study,Full-time Work,2000,No,high,1,"Unit, Flat or Apartment",Being Rented,0,1,2500,medium
Weekday,vehicle driver,45,17.46256,45.0,1161.033046284,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,50->54,Female,Full Licence,0,1,No Study,Part-time Work,1750,No,high,3,Separate House,Fully Owned,1,3,1000,low
Weekday,vehicle driver,60,16.19868,70.0,1974.673779044,melb - inner,greater melbourne,10.0,1,1 stop,10-20,1,45->49,Male,Full Licence,1,1,Something Else,Casual Work,650,Yes,medium,3,Separate House,Fully Owned,1,3,1000,low
Weekday,vehicle driver,35,11.63066,35.0,1974.673779044,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,45->49,Male,Full Licence,1,1,Something Else,Casual Work,650,Yes,medium,3,Separate House,Fully Owned,1,3,1000,low
Weekday,vehicle passenger,20,4.86059,20.0,1974.673779044,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,45->49,Male,Full Licence,1,1,Something Else,Casual Work,650,Yes,medium,3,Separate House,Fully Owned,1,3,1000,low
Weekday,vehicle driver,14,13.13512,14.0,557.023944633,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,60->64,Female,Full Licence,1,1,No Study,Full-time Work,1250,No,medium,3,Separate House,Fully Owned,0,2,2000,medium
Weekday,train,65,20.508560000000003,70.0,318.904401345,melb - inner,greater melbourne,5.0,4,3+ stops,20-40,1,35->39,Female,Learners Permit,0,1,No Study,Full-time Work,1250,No,medium,3,"Unit, Flat or Apartment",Being Rented,1,1,4500,high
Weekday,vehicle driver,16,12.25025,16.0,692.659229251,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,3000,Yes,high,1,"Unit, Flat or Apartment",Being Purchased,0,1,3500,medium
Weekday,train,34,11.30491,39.0,615.556270728,melb - inner,greater melbourne,5.0,2,2 stops,10-20,1,60->64,Female,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,1,"Unit, Flat or Apartment",Being Rented,1,1,1250,low
Weekday,vehicle driver,10,4.2469,10.0,323.682603793,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,75->79,Male,Full Licence,0,1,No Study,Part-time Work,650,Yes,medium,1,Separate House,Fully Owned,2,1,650,low
Weekday,vehicle driver,80,28.35929,80.0,583.684460161,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,60->64,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,3,Separate House,Fully Owned,1,3,4500,high
Weekday,vehicle driver,22,11.68124,22.0,876.625209343,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,50->54,Female,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,3,Separate House,Fully Owned,1,3,4500,high
Weekday,vehicle driver,60,26.60801,60.0,468.907260328,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,20->24,Male,Full Licence,0,1,Part-time TAFE/Uni,Full-time Work,1250,No,medium,3,Separate House,Fully Owned,1,3,4500,high
Weekday,vehicle driver,30,19.3994,37.0,713.614378212,melb - outer,greater melbourne,7.0,1,1 stop,10-20,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,650,No,medium,3,"Unit, Flat or Apartment",Being Rented,0,1,800,low
Weekend,vehicle driver,35,26.99577,39.0,748.313738369,melb - outer,greater melbourne,4.0,1,1 stop,20-40,1,55->59,Female,Full Licence,0,1,Part-time TAFE/Uni,Full-time Work,1500,No,medium,3,Separate House,Fully Owned,0,2,4500,high
Weekday,vehicle driver,12,9.204,12.0,785.973191504,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,60->64,Male,Full Licence,1,1,No Study,Full-time Work,1250,No,medium,3,Separate House,Being Purchased,0,3,150,low
Weekday,vehicle driver,12,5.17878,12.0,982.063912849,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,55->59,Female,Full Licence,0,1,No Study,Full-time Work,500,No,low,3,Separate House,Being Purchased,0,3,150,low
Weekend,vehicle driver,13,6.8462700000000005,14.0,314.502732823,melb - outer,greater melbourne,1.0,1,1 stop,0-10,1,70->74,Male,Full Licence,0,1,No Study,Casual Work,300,No,low,7,Separate House,Being Purchased,2,2,3500,medium
Weekend,vehicle driver,2,0.80853,2.0,314.502732823,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,70->74,Male,Full Licence,0,1,No Study,Casual Work,300,No,low,7,Separate House,Being Purchased,2,2,3500,medium
Weekday,vehicle driver,30,17.75471,30.0,816.906571049,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,4,Separate House,Being Purchased,2,2,5000,high
Weekday,vehicle driver,30,16.51796,30.0,958.482701841,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,60->64,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,3,Separate House,Being Rented,0,1,3000,medium
Weekday,vehicle driver,30,16.51796,30.0,958.482701841,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,60->64,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,3,Separate House,Being Rented,0,1,3000,medium
Weekday,vehicle driver,75,37.57138,75.0,1239.285935475,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,3,Terrace or Townhouse,Being Rented,6,1,2500,medium
Weekday,train,41,10.17827,50.0,537.870382026,melb - middle,greater melbourne,9.0,4,3+ stops,10-20,1,55->59,Male,No Car Licence,0,1,No Study,Full-time Work,2000,No,high,4,Separate House,Fully Owned,4,1,5000,high
Weekday,vehicle driver,40,26.72328,40.0,564.586052207,melb - middle,greater melbourne,0.0,0,0 stop,20-40,1,55->59,Female,Full Licence,0,1,No Study,Full-time Work,2000,No,high,4,Separate House,Fully Owned,4,1,5000,high
Weekday,vehicle driver,34,31.64468,128.0,844.087386811,melb - middle,greater melbourne,94.0,1,1 stop,20-40,1,25->29,Female,Full Licence,0,1,No Study,Full-time Work,2000,No,high,2,"Unit, Flat or Apartment",Being Purchased,0,2,4000,high
Weekday,vehicle driver,60,32.72132,120.0,610.39841251,melb - middle,greater melbourne,60.0,1,1 stop,20-40,1,20->24,Female,Full Licence,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,800,No,medium,1,"Unit, Flat or Apartment",Being Rented,0,1,800,low
Weekday,walking,8,0.43033,8.0,1314.002784566,melb - inner,greater melbourne,0.0,0,0 stop,0-10,1,25->29,Female,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,1,"Unit, Flat or Apartment",Being Rented,0,0,1250,low
Weekday,vehicle driver,40,15.69042,40.0,921.671036333,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,5,Separate House,Being Purchased,0,2,3500,medium
Weekday,vehicle driver,45,11.9721,45.0,2831.385941905,melb - inner,greater melbourne,0.0,0,0 stop,10-20,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,400,No,low,2,"Unit, Flat or Apartment",Being Rented,1,1,1750,medium
Weekday,vehicle driver,64,40.79968,64.0,385.452992585,melb - outer,greater melbourne,0.0,1,1 stop,40+,1,40->44,Male,Full Licence,1,1,No Study,Full-time Work,1750,Yes,high,5,Separate House,Fully Owned,4,2,3500,medium
Weekday,vehicle driver,35,17.57604,35.0,2637.34891133,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,45->49,Female,Full Licence,0,1,Part-time TAFE/Uni,Full-time Work,1000,No,medium,4,Separate House,Being Rented,0,4,1500,low
Weekend,vehicle driver,23,18.11206,23.0,584.394675738,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,40->44,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,4,Separate House,Being Purchased,3,2,3500,medium
Weekday,vehicle driver,60,35.32035,60.0,1201.730366619,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,800,No,medium,3,Separate House,Fully Owned,0,2,1750,medium
Weekday,vehicle driver,40,20.12789,40.0,1011.112183135,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,30->34,Female,Full Licence,0,1,No Study,Part-time Work,800,No,medium,3,Separate House,Fully Owned,0,2,1750,medium
Weekday,vehicle driver,21,11.561,21.0,759.286156408,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,45->49,Female,Full Licence,0,1,No Study,Casual Work,1,Yes,low,3,Separate House,Fully Owned,0,2,1000,low
Weekend,vehicle driver,15,6.78767,15.0,592.100368369,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Male,Full Licence,0,1,No Study,Part-time Work,1000,No,medium,4,Separate House,Being Purchased,Missing/Refused,3,3500,medium
Weekend,public bus,30,7.44974,30.0,489.978675899,melb - outer,greater melbourne,0.0,2,2 stops,0-10,1,20->24,Male,Learners Permit,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,400,No,low,4,Separate House,Being Purchased,Missing/Refused,3,3500,medium
Weekend,vehicle driver,18,7.05293,18.0,499.824357942,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,20->24,Female,Full Licence,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,400,No,low,4,Separate House,Being Purchased,Missing/Refused,3,3500,medium
Weekday,train,71,36.51668,95.0,465.307977375,melb - outer,greater melbourne,24.0,3,3+ stops,20-40,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,3,Separate House,Being Purchased,1,2,3500,medium
Weekday,vehicle driver,38,23.10196,38.0,542.530632318,melb - outer,greater melbourne,0.0,1,1 stop,20-40,1,30->34,Female,Full Licence,0,1,No Study,Part-time Work,1250,No,medium,3,Separate House,Being Purchased,1,2,3500,medium
Weekday,vehicle driver,77,33.98954,121.0,624.784285333,melb - outer,greater melbourne,44.0,4,3+ stops,20-40,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,2,Separate House,Being Purchased,1,1,1250,low
Weekday,vehicle driver,35,14.85117,35.0,472.531172154,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,35->39,Male,Full Licence,0,1,Part-time TAFE/Uni,Full-time Work,2000,No,high,2,Separate House,Being Purchased,2,2,5000,high
Weekday,vehicle driver,35,22.90634,35.0,314.249287015,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,30->34,Male,Full Licence,0,1,Part-time TAFE/Uni,Full-time Work,2000,No,high,2,Separate House,Being Purchased,2,2,5000,high
Weekday,vehicle driver,60,61.66344,64.0,727.733820882,melb - outer,greater melbourne,4.0,1,1 stop,40+,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,3,Separate House,Fully Owned,0,2,2500,medium
Weekday,vehicle driver,33,21.01227,48.0,1326.576355191,melb - outer,greater melbourne,15.0,2,2 stops,20-40,1,25->29,Female,Full Licence,0,1,No Study,Casual Work,150,No,low,3,Separate House,Fully Owned,0,2,2500,medium
Weekday,vehicle driver,19,9.30879,19.0,364.002373374,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,70->74,Female,Full Licence,0,1,No Study,Full-time Work,150,No,low,2,Separate House,Fully Owned,4,2,800,low
Weekday,vehicle driver,51,16.07469,55.0,514.205793169,melb - middle,greater melbourne,4.0,1,1 stop,10-20,1,30->34,Male,Full Licence,0,1,No Study,Full-time Work,3000,No,high,2,Separate House,Being Purchased,1,2,6000,high
Weekday,vehicle driver,23,28.04435,23.0,531.773637526,melb - middle,greater melbourne,0.0,0,0 stop,20-40,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,1750,No,high,3,Separate House,Being Purchased,2,1,2000,medium
Weekday,vehicle driver,9,2.44727,9.0,376.524625813,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,25->29,Male,Full Licence,0,1,No Study,Full-time Work,1250,No,medium,3,"Unit, Flat or Apartment",Being Rented,0,2,1750,medium
Weekday,public bus,60,11.15661,60.0,413.06860877,melb - middle,greater melbourne,0.0,2,2 stops,10-20,1,25->29,Female,No Car Licence,0,1,No Study,Part-time Work,500,No,low,3,"Unit, Flat or Apartment",Being Rented,0,2,1750,medium
Weekday,train,70,37.23089,80.0,521.862406524,melb - middle,greater melbourne,10.0,5,3+ stops,20-40,1,25->29,Female,No Car Licence,0,1,No Study,Full-time Work,2000,No,high,2,Separate House,Being Rented,0,1,4000,high
Weekday,vehicle driver,30,15.1717,30.0,488.780701405,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,30->34,Male,Full Licence,0,1,No Study,Part-time Work,650,No,medium,4,Terrace or Townhouse,Being Rented,0,1,2000,medium
Weekday,public bus,33,7.15574,60.0,427.198685196,melb - middle,greater melbourne,27.0,2,2 stops,0-10,1,20->24,Female,No Car Licence,0,1,No Study,Part-time Work,650,No,medium,4,Terrace or Townhouse,Being Rented,0,1,2000,medium
Weekday,vehicle driver,135,140.91673,135.0,677.269805658,melb - outer,greater melbourne,0.0,0,0 stop,40+,1,60->64,Male,Full Licence,0,1,No Study,Full-time Work,2000,Yes,high,1,Separate House,Being Purchased,0,1,2500,medium
Weekday,vehicle driver,6,1.70386,6.0,1056.981467841,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,60->64,Female,Full Licence,0,1,No Study,Full-time Work,800,No,medium,4,Separate House,Being Purchased,0,3,1500,low
Weekday,vehicle driver,14,2.87788,14.0,989.647062107,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,55->59,Female,Full Licence,0,1,No Study,Part-time Work,1000,Yes,medium,1,Separate House,Being Purchased,1,1,1000,low
Weekday,vehicle driver,11,8.08684,11.0,989.647062107,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,55->59,Female,Full Licence,0,1,No Study,Part-time Work,1000,Yes,medium,1,Separate House,Being Purchased,1,1,1000,low
Weekday,vehicle driver,35,25.66212,35.0,1937.80138203,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,60->64,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,3,Separate House,Fully Owned,0,2,4000,high
Weekday,vehicle driver,30,20.8613,30.0,2260.184089114,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,35->39,Male,Full Licence,0,1,No Study,Full-time Work,1500,No,medium,3,Separate House,Fully Owned,0,2,4000,high
Weekday,vehicle driver,36,29.15075,57.0,1512.477906184,melb - outer,greater melbourne,21.0,2,2 stops,20-40,1,45->49,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,4,Separate House,Being Purchased,0,2,2500,medium
Weekday,vehicle driver,8,3.57465,8.0,342.049063979,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,55->59,Female,Full Licence,1,1,No Study,Part-time Work,2000,Yes,high,1,"Unit, Flat or Apartment",Being Purchased,0,1,2500,medium
Weekday,vehicle driver,40,33.41541,40.0,877.988392239,melb - middle,greater melbourne,0.0,0,0 stop,20-40,1,40->44,Female,Full Licence,0,1,No Study,Full-time Work,1750,Yes,high,3,Separate House,Being Purchased,Missing/Refused,2,4000,high
Weekday,vehicle driver,40,24.62031,40.0,405.793871009,melb - middle,greater melbourne,0.0,0,0 stop,20-40,1,45->49,Female,Full Licence,0,1,No Study,Full-time Work,500,No,low,2,Separate House,Being Rented,0,1,500,low
Weekday,vehicle driver,30,12.99094,30.0,1078.652882144,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,65->69,Male,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,4,Terrace or Townhouse,Being Rented,2,4,4000,high
Weekday,vehicle driver,5,1.51293,5.0,1318.036377085,melb - middle,greater melbourne,0.0,0,0 stop,0-10,1,30->34,Female,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,4,Terrace or Townhouse,Being Rented,2,4,4000,high
Weekday,vehicle driver,40,23.73319,40.0,325.791723139,melb - middle,greater melbourne,0.0,0,0 stop,20-40,1,25->29,Male,Full Licence,0,1,No Study,Part-time Work,400,No,low,3,"Unit, Flat or Apartment",Being Rented,1,1,400,low
Weekday,vehicle driver,41,29.63837,41.0,478.879434533,melb - middle,greater melbourne,0.0,0,0 stop,20-40,1,40->44,Female,Full Licence,0,1,No Study,Full-time Work,1750,Yes,high,4,Separate House,Being Rented,3,2,3500,medium
Weekend,vehicle driver,23,14.05139,23.0,532.067899295,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,45->49,Male,Full Licence,0,1,No Study,Part-time Work,800,No,medium,3,"Unit, Flat or Apartment",Fully Owned,0,1,2500,medium
Weekend,vehicle driver,25,12.04364,25.0,532.067899295,melb - middle,greater melbourne,0.0,0,0 stop,10-20,1,45->49,Male,Full Licence,0,1,No Study,Part-time Work,800,No,medium,3,"Unit, Flat or Apartment",Fully Owned,0,1,2500,medium
Weekday,vehicle driver,15,7.71551,15.0,1014.875455996,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,1000,No,medium,3,Separate House,Fully Owned,3,3,3500,medium
Weekday,vehicle driver,20,9.08398,20.0,1283.988753867,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Female,Full Licence,0,1,No Study,Part-time Work,1250,No,medium,3,Separate House,Fully Owned,3,3,3500,medium
Weekday,vehicle driver,15,7.43444,15.0,783.11364758,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,20->24,Male,Green Probationary Licence,0,1,Part-time TAFE/Uni,Part-time Work,1250,No,medium,3,Separate House,Fully Owned,3,3,3500,medium
Weekday,vehicle driver,5,2.17729,5.0,2383.354042236,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,50->54,Female,Full Licence,0,1,No Study,Part-time Work,500,No,low,5,Separate House,Fully Owned,2,5,5000,high
Weekday,vehicle driver,30,13.13677,30.0,1028.035390225,melb - outer,greater melbourne,0.0,0,0 stop,10-20,1,50->54,Male,Full Licence,0,1,No Study,Full-time Work,2000,No,high,5,Separate House,Fully Owned,2,5,5000,high
Weekday,vehicle driver,30,23.10648,30.0,1073.831454322,melb - outer,greater melbourne,0.0,0,0 stop,20-40,1,20->24,Male,Full Licence,0,1,Part-time TAFE/Uni,Full-time Work,1500,No,medium,5,Separate House,Fully Owned,2,5,5000,high
Weekday,vehicle driver,5,2.17729,5.0,1095.409134306,melb - outer,greater melbourne,0.0,0,0 stop,0-10,1,20->24,Female,Red Probationary Licence,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,300,No,low,5,Separate House,Fully Owned,2,5,5000,high
