tripid,hhid,persid,tripno,trippoststratweight,transport_mode,cumdist,linkmode,homesubregion_ASGS,homeregion_ASGS
Y24H6086139P01T06,Y24H6086139,Y24H6086139P01,6,573.513070831,Private,2.88408,Vehicle Driver,Other,Shepparton SA4
Y24H6086139P02T01,Y24H6086139,Y24H6086139P02,1,406.04583929,Private,2.88408,Vehicle Driver,Other,Shepparton SA4
Y24H6086139P02T02,Y24H6086139,Y24H6086139P02,2,406.04583929,Private,5.84765,Vehicle Driver,Other,Shepparton SA4
Y24H6086139P02T03,Y24H6086139,Y24H6086139P02,3,406.04583929,Private,5.84759,Vehicle Driver,Other,Shepparton SA4
Y24H6086139P02T04,Y24H6086139,Y24H6086139P02,4,406.04583929,Private,2.88408,Vehicle Passenger,Other,Shepparton SA4
Y24H6086139P03T01,Y24H6086139,Y24H6086139P03,1,181.853601765,Private,4.53258,Vehicle Passenger,Other,Shepparton SA4
Y24H6086139P03T02,Y24H6086139,Y24H6086139P03,2,181.853601765,Public,4.80604,Public Bus,Other,Shepparton SA4
Y24H6086139P03T03,Y24H6086139,Y24H6086139P03,3,181.853601765,Private,5.84759,Vehicle Passenger,Other,Shepparton SA4
Y24H6086139P03T04,Y24H6086139,Y24H6086139P03,4,181.853601765,Private,5.84759,Vehicle Passenger,Other,Shepparton SA4
Y24H6086139P04T01,Y24H6086139,Y24H6086139P04,1,179.834906809,Private,4.53258,Vehicle Passenger,Other,Shepparton SA4
Y24H6086139P04T02,Y24H6086139,Y24H6086139P04,2,179.834906809,Public,4.80604,Public Bus,Other,Shepparton SA4
Y24H6086139P04T03,Y24H6086139,Y24H6086139P04,3,179.834906809,Private,5.84759,Vehicle Passenger,Other,Shepparton SA4
Y24H6086139P04T04,Y24H6086139,Y24H6086139P04,4,179.834906809,Private,5.84759,Vehicle Passenger,Other,Shepparton SA4
Y24H6086139P05T01,Y24H6086139,Y24H6086139P05,1,320.374827994,Private,4.53258,Vehicle Passenger,Other,Shepparton SA4
Y24H6086139P05T02,Y24H6086139,Y24H6086139P05,2,320.374827994,Public,4.80604,Public Bus,Other,Shepparton SA4
Y24H6086140P01T01,Y24H6086140,Y24H6086140P01,1,182.279508358,Private,5.23391,Vehicle Driver,Other,Shepparton SA4
Y24H6086140P01T02,Y24H6086140,Y24H6086140P01,2,182.279508358,Private,5.23391,Vehicle Driver,Other,Shepparton SA4
Y24H6086140P02T01,Y24H6086140,Y24H6086140P02,1,182.711349017,Private,3.46177,Vehicle Driver,Other,Shepparton SA4
Y24H6086140P02T02,Y24H6086140,Y24H6086140P02,2,182.711349017,Private,2.77365,Vehicle Driver,Other,Shepparton SA4
Y24H6086140P02T03,Y24H6086140,Y24H6086140P02,3,182.711349017,Private,4.20598,Vehicle Driver,Other,Shepparton SA4
Y24H6086140P02T04,Y24H6086140,Y24H6086140P02,4,182.711349017,Private,1.5991,Vehicle Driver,Other,Shepparton SA4
Y24H6086203P01T01,Y24H6086203,Y24H6086203P01,1,168.368486661,Private,2.05075,Vehicle Passenger,Other,Shepparton SA4
Y24H6086203P01T02,Y24H6086203,Y24H6086203P01,2,168.368486661,Private,2.05075,Vehicle Passenger,Other,Shepparton SA4
Y24H6086203P01T03,Y24H6086203,Y24H6086203P01,3,168.368486661,Private,1.19817,Vehicle Passenger,Other,Shepparton SA4
Y24H6086203P01T04,Y24H6086203,Y24H6086203P01,4,168.368486661,Private,1.19817,Vehicle Passenger,Other,Shepparton SA4
Y24H6086203P02T01,Y24H6086203,Y24H6086203P02,1,159.621655595,Private,2.05075,Vehicle Driver,Other,Shepparton SA4
Y24H6086203P02T02,Y24H6086203,Y24H6086203P02,2,159.621655595,Private,2.05075,Vehicle Driver,Other,Shepparton SA4
Y24H6086203P02T03,Y24H6086203,Y24H6086203P02,3,159.621655595,Private,1.19817,Vehicle Driver,Other,Shepparton SA4
Y24H6086203P02T04,Y24H6086203,Y24H6086203P02,4,159.621655595,Private,1.19817,Vehicle Driver,Other,Shepparton SA4
Y24H6086210P01T01,Y24H6086210,Y24H6086210P01,1,575.13351919,Private,73.92649,Taxi,Other,Shepparton SA4
Y24H6086210P01T02,Y24H6086210,Y24H6086210P01,2,575.13351919,Private,73.92649,Taxi,Other,Shepparton SA4
Y24H6086210P02T01,Y24H6086210,Y24H6086210P02,1,507.394838358,Private,2.05423,Vehicle Driver,Other,Shepparton SA4
Y24H6086210P02T02,Y24H6086210,Y24H6086210P02,2,507.394838358,Private,0.72824,Vehicle Driver,Other,Shepparton SA4
Y24H6086210P02T03,Y24H6086210,Y24H6086210P02,3,507.394838358,Private,1.3412,Vehicle Driver,Other,Shepparton SA4
Y24H6086210P02T04,Y24H6086210,Y24H6086210P02,4,507.394838358,Private,1.05617,Vehicle Driver,Other,Shepparton SA4
Y24H6086210P02T05,Y24H6086210,Y24H6086210P02,5,507.394838358,Private,1.05617,Vehicle Driver,Other,Shepparton SA4
Y24H6086211P02T01,Y24H6086211,Y24H6086211P02,1,388.367423924,Private,1.84421,Vehicle Driver,Other,Shepparton SA4
Y24H6086211P02T02,Y24H6086211,Y24H6086211P02,2,388.367423924,Private,1.84421,Vehicle Driver,Other,Shepparton SA4
Y24H6086212P01T01,Y24H6086212,Y24H6086212P01,1,145.971289497,Private,1.2992,Vehicle Driver,Other,Shepparton SA4
Y24H6086212P01T02,Y24H6086212,Y24H6086212P01,2,145.971289497,Private,0.70011,Vehicle Driver,Other,Shepparton SA4
Y24H6086212P01T03,Y24H6086212,Y24H6086212P01,3,145.971289497,Private,1.10499,Vehicle Driver,Other,Shepparton SA4
Y24H6086212P01T04,Y24H6086212,Y24H6086212P01,4,145.971289497,Private,1.01564,Vehicle Driver,Other,Shepparton SA4
Y24H6086212P01T05,Y24H6086212,Y24H6086212P01,5,145.971289497,Private,1.01564,Vehicle Driver,Other,Shepparton SA4
Y24H6086212P01T06,Y24H6086212,Y24H6086212P01,6,145.971289497,Private,18.33731,Vehicle Driver,Other,Shepparton SA4
Y24H6086212P01T07,Y24H6086212,Y24H6086212P01,7,145.971289497,Private,18.33731,Vehicle Driver,Other,Shepparton SA4
Y24H6086212P02T01,Y24H6086212,Y24H6086212P02,1,181.177285715,Private,18.33731,Vehicle Passenger,Other,Shepparton SA4
Y24H6086212P02T02,Y24H6086212,Y24H6086212P02,2,181.177285715,Private,18.33731,Vehicle Passenger,Other,Shepparton SA4
Y24H6086213P01T01,Y24H6086213,Y24H6086213P01,1,187.202586617,Private,Missing,Vehicle Driver,Other,Shepparton SA4
Y24H6086213P01T02,Y24H6086213,Y24H6086213P01,2,187.202586617,Private,Missing,Vehicle Driver,Other,Shepparton SA4
Y24H6086213P01T03,Y24H6086213,Y24H6086213P01,3,187.202586617,Private,1.36295,Vehicle Driver,Other,Shepparton SA4
Y24H6086213P01T04,Y24H6086213,Y24H6086213P01,4,187.202586617,Private,0.13312,Vehicle Driver,Other,Shepparton SA4
Y24H6086213P01T05,Y24H6086213,Y24H6086213P01,5,187.202586617,Private,1.24416,Vehicle Driver,Other,Shepparton SA4
Y24H6086216P01T01,Y24H6086216,Y24H6086216P01,1,121.293601592,Private,Missing,Vehicle Driver,Other,Shepparton SA4
Y24H6086216P01T02,Y24H6086216,Y24H6086216P01,2,121.293601592,Private,Missing,Vehicle Driver,Other,Shepparton SA4
Y24H6086219P01T01,Y24H6086219,Y24H6086219P01,1,165.028484688,Private,3.02289,Vehicle Driver,Other,Shepparton SA4
Y24H6086219P01T02,Y24H6086219,Y24H6086219P01,2,165.028484688,Private,3.02289,Vehicle Driver,Other,Shepparton SA4
Y24H6086224P01T01,Y24H6086224,Y24H6086224P01,1,181.412587134,Private,14.21147,Vehicle Driver,Other,Shepparton SA4
Y24H6086224P01T02,Y24H6086224,Y24H6086224P01,2,181.412587134,Private,14.21147,Vehicle Driver,Other,Shepparton SA4
Y24H6086224P01T03,Y24H6086224,Y24H6086224P01,3,181.412587134,Private,0.50126,Vehicle Driver,Other,Shepparton SA4
Y24H6086224P01T04,Y24H6086224,Y24H6086224P01,4,181.412587134,Private,15.42027,Vehicle Driver,Other,Shepparton SA4
Y24H6086224P01T05,Y24H6086224,Y24H6086224P01,5,181.412587134,Private,15.42027,Vehicle Driver,Other,Shepparton SA4
Y24H6086224P01T06,Y24H6086224,Y24H6086224P01,6,181.412587134,Private,0.12872,Vehicle Driver,Other,Shepparton SA4
Y24H6086224P01T07,Y24H6086224,Y24H6086224P01,7,181.412587134,Private,0.48665,Vehicle Driver,Other,Shepparton SA4
Y24H6086224P01T08,Y24H6086224,Y24H6086224P01,8,181.412587134,Private,4.72233,Vehicle Driver,Other,Shepparton SA4
Y24H6086224P01T09,Y24H6086224,Y24H6086224P01,9,181.412587134,Private,4.72233,Vehicle Driver,Other,Shepparton SA4
Y24H6086224P01T10,Y24H6086224,Y24H6086224P01,10,181.412587134,Active,0.48665,Bicycle,Other,Shepparton SA4
Y24H6086224P01T11,Y24H6086224,Y24H6086224P01,11,181.412587134,Active,0.48665,Bicycle,Other,Shepparton SA4
Y24H6086225P01T01,Y24H6086225,Y24H6086225P01,1,242.154345118,Private,2.28168,Vehicle Driver,Other,Shepparton SA4
Y24H6086225P01T02,Y24H6086225,Y24H6086225P01,2,242.154345118,Private,2.28168,Vehicle Driver,Other,Shepparton SA4
Y24H6086225P01T03,Y24H6086225,Y24H6086225P01,3,242.154345118,Private,2.28168,Vehicle Driver,Other,Shepparton SA4
Y24H6086225P01T04,Y24H6086225,Y24H6086225P01,4,242.154345118,Private,2.28168,Vehicle Driver,Other,Shepparton SA4
Y24H6086231P01T01,Y24H6086231,Y24H6086231P01,1,274.592404794,Private,Missing,Vehicle Driver,Other,Shepparton SA4
Y24H6086231P01T02,Y24H6086231,Y24H6086231P01,2,274.592404794,Private,Missing,Vehicle Driver,Other,Shepparton SA4
Y24H6086234P02T01,Y24H6086234,Y24H6086234P02,1,481.475282567,Private,2.69681,Vehicle Driver,Other,Shepparton SA4
Y24H6086234P02T02,Y24H6086234,Y24H6086234P02,2,481.475282567,Private,2.69681,Vehicle Driver,Other,Shepparton SA4
Y24H6086234P03T01,Y24H6086234,Y24H6086234P03,1,338.478355046,Private,24.89824,Vehicle Driver,Other,Shepparton SA4
Y24H6086234P03T02,Y24H6086234,Y24H6086234P03,2,338.478355046,Private,24.89824,Vehicle Driver,Other,Shepparton SA4
Y24H6086234P03T03,Y24H6086234,Y24H6086234P03,3,338.478355046,Private,24.89796,Vehicle Driver,Other,Shepparton SA4
Y24H6086234P03T04,Y24H6086234,Y24H6086234P03,4,338.478355046,Private,24.78747,Vehicle Driver,Other,Shepparton SA4
Y24H6086234P03T05,Y24H6086234,Y24H6086234P03,5,338.478355046,Private,0.19568,Vehicle Driver,Other,Shepparton SA4
Y24H6086234P03T06,Y24H6086234,Y24H6086234P03,6,338.478355046,Private,20.79329,Vehicle Driver,Other,Shepparton SA4
Y24H6086234P03T07,Y24H6086234,Y24H6086234P03,7,338.478355046,Private,20.79329,Vehicle Driver,Other,Shepparton SA4
Y24H6086234P03T08,Y24H6086234,Y24H6086234P03,8,338.478355046,Active,0.19578,Walking,Other,Shepparton SA4
Y24H6086234P03T09,Y24H6086234,Y24H6086234P03,9,338.478355046,Active,0.19568,Walking,Other,Shepparton SA4
Y24H6086234P04T01,Y24H6086234,Y24H6086234P04,1,667.32048167,Private,24.89796,Vehicle Passenger,Other,Shepparton SA4
Y24H6086234P04T02,Y24H6086234,Y24H6086234P04,2,667.32048167,Private,24.78747,Vehicle Passenger,Other,Shepparton SA4
Y24H6086234P04T03,Y24H6086234,Y24H6086234P04,3,667.32048167,Private,0.19568,Vehicle Passenger,Other,Shepparton SA4
Y24H6086234P04T04,Y24H6086234,Y24H6086234P04,4,667.32048167,Active,0.19578,Walking,Other,Shepparton SA4
Y24H6086234P04T05,Y24H6086234,Y24H6086234P04,5,667.32048167,Active,0.19568,Walking,Other,Shepparton SA4
Y24H6086238P01T01,Y24H6086238,Y24H6086238P01,1,173.932777802,Private,20.69838,Vehicle Driver,Other,Shepparton SA4
Y24H6086238P01T02,Y24H6086238,Y24H6086238P01,2,173.932777802,Private,0.31144,Vehicle Driver,Other,Shepparton SA4
Y24H6086238P01T03,Y24H6086238,Y24H6086238P01,3,173.932777802,Private,2.04625,Vehicle Driver,Other,Shepparton SA4
Y24H6086238P01T04,Y24H6086238,Y24H6086238P01,4,173.932777802,Private,1.83125,Vehicle Driver,Other,Shepparton SA4
Y24H6086238P01T05,Y24H6086238,Y24H6086238P01,5,173.932777802,Private,20.70807,Vehicle Driver,Other,Shepparton SA4
Y24H6090201P01T01,Y24H6090201,Y24H6090201P01,1,339.999896291,Public,2.65105,Public Bus,MELB - Middle,Greater Melbourne
Y24H6090201P01T02,Y24H6090201,Y24H6090201P01,2,339.999896291,Public,2.84828,Public Bus,MELB - Middle,Greater Melbourne
Y24H6090201P02T01,Y24H6090201,Y24H6090201P02,1,265.378246302,Private,25.49943,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090201P02T02,Y24H6090201,Y24H6090201P02,2,265.378246302,Private,25.49943,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090202P01T01,Y24H6090202,Y24H6090202P01,1,156.256497234,Private,4.40729,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090202P01T02,Y24H6090202,Y24H6090202P01,2,156.256497234,Private,2.84291,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090202P01T03,Y24H6090202,Y24H6090202P01,3,156.256497234,Private,8.4546,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090202P01T04,Y24H6090202,Y24H6090202P01,4,156.256497234,Private,15.55953,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090202P01T05,Y24H6090202,Y24H6090202P01,5,156.256497234,Private,5.20457,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090202P01T06,Y24H6090202,Y24H6090202P01,6,156.256497234,Private,5.20457,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090202P01T07,Y24H6090202,Y24H6090202P01,7,156.256497234,Private,4.10301,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090202P01T08,Y24H6090202,Y24H6090202P01,8,156.256497234,Private,4.10301,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090202P02T01,Y24H6090202,Y24H6090202P02,1,282.841847005,Private,32.99509,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090202P02T02,Y24H6090202,Y24H6090202P02,2,282.841847005,Private,27.97594,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090202P02T03,Y24H6090202,Y24H6090202P02,3,282.841847005,Private,5.20457,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090203P02T01,Y24H6090203,Y24H6090203P02,1,243.42026432,Private,1.76918,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090203P02T02,Y24H6090203,Y24H6090203P02,2,243.42026432,Private,0.8825,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090203P02T03,Y24H6090203,Y24H6090203P02,3,243.42026432,Private,0.90671,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090203P02T04,Y24H6090203,Y24H6090203P02,4,243.42026432,Private,3.46722,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090203P02T05,Y24H6090203,Y24H6090203P02,5,243.42026432,Private,3.58143,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090203P02T06,Y24H6090203,Y24H6090203P02,6,243.42026432,Private,1.70519,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090204P01T01,Y24H6090204,Y24H6090204P01,1,266.777121597,Private,5.62541,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090204P01T02,Y24H6090204,Y24H6090204P01,2,266.777121597,Private,11.00424,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090204P01T03,Y24H6090204,Y24H6090204P01,3,266.777121597,Private,15.90996,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090204P01T04,Y24H6090204,Y24H6090204P01,4,266.777121597,Private,2.05392,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090204P01T05,Y24H6090204,Y24H6090204P01,5,266.777121597,Private,2.05392,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090204P02T01,Y24H6090204,Y24H6090204P02,1,285.22814112,Private,7.46614,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090204P02T02,Y24H6090204,Y24H6090204P02,2,285.22814112,Private,7.46607,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090204P02T03,Y24H6090204,Y24H6090204P02,3,285.22814112,Private,5.62549,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090204P02T04,Y24H6090204,Y24H6090204P02,4,285.22814112,Private,5.62549,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090204P02T05,Y24H6090204,Y24H6090204P02,5,285.22814112,Private,2.05392,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090204P02T06,Y24H6090204,Y24H6090204P02,6,285.22814112,Private,2.05392,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090204P03T01,Y24H6090204,Y24H6090204P03,1,377.392850401,Private,7.46607,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090204P03T02,Y24H6090204,Y24H6090204P03,2,377.392850401,Public,8.50407,Public Bus,MELB - Middle,Greater Melbourne
Y24H6090204P03T03,Y24H6090204,Y24H6090204P03,3,377.392850401,Private,2.05392,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090204P03T04,Y24H6090204,Y24H6090204P03,4,377.392850401,Private,2.05392,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090204P04T01,Y24H6090204,Y24H6090204P04,1,826.024571625,Private,5.62549,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090204P04T02,Y24H6090204,Y24H6090204P04,2,826.024571625,Private,5.62549,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090204P04T03,Y24H6090204,Y24H6090204P04,3,826.024571625,Private,2.05392,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090204P04T04,Y24H6090204,Y24H6090204P04,4,826.024571625,Private,2.05392,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090205P02T01,Y24H6090205,Y24H6090205P02,1,613.642065221,Private,2.97716,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090205P02T02,Y24H6090205,Y24H6090205P02,2,613.642065221,Private,2.97716,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090206P02T01,Y24H6090206,Y24H6090206P02,1,520.126929362,Private,6.22371,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090206P02T02,Y24H6090206,Y24H6090206P02,2,520.126929362,Private,15.3333,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090206P02T03,Y24H6090206,Y24H6090206P02,3,520.126929362,Private,1.09211,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090206P02T04,Y24H6090206,Y24H6090206P02,4,520.126929362,Private,1.19129,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090206P02T05,Y24H6090206,Y24H6090206P02,5,520.126929362,Private,7.93778,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090206P02T06,Y24H6090206,Y24H6090206P02,6,520.126929362,Private,5.04594,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090206P02T07,Y24H6090206,Y24H6090206P02,7,520.126929362,Private,2.29906,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090206P02T08,Y24H6090206,Y24H6090206P02,8,520.126929362,Private,2.89199,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090206P02T09,Y24H6090206,Y24H6090206P02,9,520.126929362,Private,2.77777,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090206P03T01,Y24H6090206,Y24H6090206P03,1,613.675881424,Private,6.22371,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090206P03T02,Y24H6090206,Y24H6090206P03,2,613.675881424,Private,15.3333,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090206P03T03,Y24H6090206,Y24H6090206P03,3,613.675881424,Private,1.09211,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090206P03T04,Y24H6090206,Y24H6090206P03,4,613.675881424,Private,1.19129,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090206P03T05,Y24H6090206,Y24H6090206P03,5,613.675881424,Private,7.94055,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090206P03T06,Y24H6090206,Y24H6090206P03,6,613.675881424,Private,5.05263,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090206P03T07,Y24H6090206,Y24H6090206P03,7,613.675881424,Private,2.29906,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090206P03T08,Y24H6090206,Y24H6090206P03,8,613.675881424,Private,2.89199,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090206P03T09,Y24H6090206,Y24H6090206P03,9,613.675881424,Private,2.77777,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090208P01T01,Y24H6090208,Y24H6090208P01,1,378.688138097,Public,26.70887,Train,MELB - Middle,Greater Melbourne
Y24H6090208P01T02,Y24H6090208,Y24H6090208P01,2,378.688138097,Public,26.70887,Train,MELB - Middle,Greater Melbourne
Y24H6090209P01T01,Y24H6090209,Y24H6090209P01,1,291.75391741,Private,0.8843,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090209P01T02,Y24H6090209,Y24H6090209P01,2,291.75391741,Private,0.8843,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090209P01T03,Y24H6090209,Y24H6090209P01,3,291.75391741,Private,0.8843,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090209P01T04,Y24H6090209,Y24H6090209P01,4,291.75391741,Private,0.8843,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090209P02T01,Y24H6090209,Y24H6090209P02,1,434.541722864,Public,26.55558,Train,MELB - Middle,Greater Melbourne
Y24H6090209P02T02,Y24H6090209,Y24H6090209P02,2,434.541722864,Public,26.55353,Train,MELB - Middle,Greater Melbourne
Y24H6090209P03T01,Y24H6090209,Y24H6090209P03,1,501.167076532,Private,0.8843,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090209P03T02,Y24H6090209,Y24H6090209P03,2,501.167076532,Private,0.8843,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090213P01T01,Y24H6090213,Y24H6090213P01,1,245.248846611,Private,12.23671,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090213P01T02,Y24H6090213,Y24H6090213P01,2,245.248846611,Private,10.92253,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090213P01T03,Y24H6090213,Y24H6090213P01,3,245.248846611,Private,3.34466,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090214P01T01,Y24H6090214,Y24H6090214P01,1,234.64598561,Private,5.77489,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090214P01T02,Y24H6090214,Y24H6090214P01,2,234.64598561,Private,5.77489,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090214P01T03,Y24H6090214,Y24H6090214P01,3,234.64598561,Private,1.50743,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090214P01T04,Y24H6090214,Y24H6090214P01,4,234.64598561,Private,1.50743,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090214P01T05,Y24H6090214,Y24H6090214P01,5,234.64598561,Private,14.44099,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090214P01T06,Y24H6090214,Y24H6090214P01,6,234.64598561,Private,8.11821,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090214P01T07,Y24H6090214,Y24H6090214P01,7,234.64598561,Private,6.33251,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090214P01T08,Y24H6090214,Y24H6090214P01,8,234.64598561,Private,33.14085,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090214P01T09,Y24H6090214,Y24H6090214P01,9,234.64598561,Private,33.14085,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090214P02T01,Y24H6090214,Y24H6090214P02,1,295.923931524,Private,2.56073,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090214P02T02,Y24H6090214,Y24H6090214P02,2,295.923931524,Private,2.56071,Vehicle Passenger,MELB - Middle,Greater Melbourne
Y24H6090216P01T01,Y24H6090216,Y24H6090216P01,1,244.72154011,Private,27.73803,Vehicle Driver,MELB - Middle,Greater Melbourne
Y24H6090216P01T02,Y24H6090216,Y24H6090216P01,2,244.72154011,Private,28.0159,Vehicle Driver,MELB - Middle,Greater Melbourne
